"Category","blue","green","nir","rededge","red","Dataset","Level","Area","Predcat"
"Green algae",0.171293288469315,0.219616875052452,0.266180515289307,0.223412171006203,0.195124506950378,"Man",NA,"Akeroya","Rock"
"Green algae",0.0203899517655373,0.0398905910551548,0.175775438547134,0.101764909923077,0.0219883937388659,"Man",NA,"Akeroya","Fucus vesiculosus"
"Green algae",0.0233054086565971,0.0399088673293591,0.183868438005447,0.102161012589931,0.023010415956378,"Man",NA,"Akeroya","Fucus vesiculosus"
"Green algae",0.0262508429586887,0.0421315059065819,0.212553679943085,0.110189750790596,0.0267064347863197,"Man",NA,"Akeroya","Fucus vesiculosus"
"Rock",0.21669827401638,0.22485738992691,0.287074983119965,0.214650794863701,0.2023945748806,"Man",NA,"Akeroya","Rock"
"Rock",0.225049540400505,0.234606832265854,0.29451847076416,0.216645240783691,0.208847016096115,"Man",NA,"Akeroya","Rock"
"Rock",0.155736804008484,0.20369316637516,0.247681185603142,0.19163253903389,0.191025331616402,"Man",NA,"Akeroya","Rock"
"Rock",0.206316664814949,0.188270911574364,0.232362315058708,0.170848086476326,0.165877893567085,"Man",NA,"Akeroya","Ascophyllum "
"Grass",0.033100713044405,0.0875561758875847,0.508080184459686,0.23745459318161,0.0437471494078636,"Man",NA,"Akeroya","Grass"
"Grass",0.0340811125934124,0.0941649302840233,0.557081639766693,0.249010518193245,0.0445501767098904,"Man",NA,"Akeroya","Grass"
"Grass",0.0294599253684282,0.0820758417248726,0.512194991111755,0.234202325344086,0.041197307407856,"Man",NA,"Akeroya","Grass"
"Grass",0.0337184555828571,0.0924319103360176,0.54388952255249,0.251083701848984,0.0462303161621094,"Man",NA,"Akeroya","Grass"
"Grass",0.0389853157103062,0.100694805383682,0.544358372688293,0.266233682632446,0.0578847639262676,"Man",NA,"Akeroya","Grass"
"Grass",0.0385982431471348,0.0988632366061211,0.515355706214905,0.254957288503647,0.0602760016918182,"Man",NA,"Akeroya","Grass"
"Grass",0.0386225506663322,0.100729465484619,0.537200093269348,0.270563393831253,0.0603217743337154,"Man",NA,"Akeroya","Grass"
"Grass",0.0378842242062092,0.102823704481125,0.545933485031128,0.271185457706451,0.0590058974921703,"Man",NA,"Akeroya","Grass"
"Roof",0.0983506739139557,0.130944132804871,0.258197009563446,0.237980097532272,0.205212861299515,"Man",NA,"Akeroya","Roof"
"Roof",0.0908367708325386,0.123418971896172,0.255068093538284,0.222823485732079,0.191879555583,"Man",NA,"Akeroya","Roof"
"Roof",0.0878542885184288,0.118967063724995,0.254739344120026,0.227440848946571,0.200928092002869,"Man",NA,"Akeroya","Roof"
"Roof",0.0907020196318626,0.122835211455822,0.252954035997391,0.215906739234924,0.185883432626724,"Man",NA,"Akeroya","Roof"
"Roof",0.0918068587779999,0.110909439623356,0.254302859306335,0.228516057133675,0.196237921714783,"Man",NA,"Akeroya","Roof"
"Roof",0.0923365950584412,0.156254708766937,0.409967511892319,0.319618910551071,0.203690215945244,"Man",NA,"Akeroya","Rock"
"Roof",0.0900647267699242,0.14552628993988,0.359252780675888,0.301108300685883,0.197014898061752,"Man",NA,"Akeroya","Rock"
"Roof",0.0921849012374878,0.126775309443474,0.300771802663803,0.257523059844971,0.178772553801537,"Man",NA,"Akeroya","Roof"
"Roof",0.0739666596055031,0.0551413297653198,0.119561925530434,0.0854305252432823,0.0639044418931007,"Man",NA,"Akeroya","Brown algae"
"Roof",0.0877948924899101,0.0745913907885551,0.134866759181023,0.103843025863171,0.0788461565971375,"Man",NA,"Akeroya","Tangvoll"
"Roof",0.0630532503128052,0.0464530847966671,0.116399392485619,0.0921482965350151,0.0665970966219902,"Man",NA,"Akeroya","Brown algae"
"Roof",0.0820192992687225,0.0688504204154015,0.133095875382423,0.0980532765388489,0.0771880969405174,"Man",NA,"Akeroya","Tangvoll"
"Roof",0.0398405082523823,0.0493362322449684,0.103897415101528,0.0757671222090721,0.0647923424839973,"Man",NA,"Akeroya","Tangvoll"
"Roof",0.0391262248158455,0.0460755340754986,0.107588894665241,0.0734717845916748,0.0601587556302547,"Man",NA,"Akeroya","Tangvoll"
"Roof",0.0389903895556927,0.0420243814587593,0.0996996536850929,0.07355897128582,0.0565486885607243,"Man",NA,"Akeroya","Brown algae"
"Rock",0.0455776117742062,0.0788622125983238,0.282787293195724,0.167928636074066,0.0836369320750237,"Man",NA,"Akeroya","Heather"
"Rock",0.0392951741814613,0.0788176879286766,0.320390731096268,0.189144283533096,0.0667881146073341,"Man",NA,"Akeroya","Heather"
"Rock",0.0401354655623436,0.0778478607535362,0.303383350372314,0.178888127207756,0.0702854096889496,"Man",NA,"Akeroya","Heather"
"Rock",0.062703363597393,0.089126892387867,0.261455297470093,0.165790751576424,0.100704625248909,"Man",NA,"Akeroya","Rock"
"Rock",0.0930402800440788,0.115620814263821,0.237747728824615,0.170604720711708,0.123748287558556,"Man",NA,"Akeroya","Rock"
"Rock",0.10452002286911,0.123039267957211,0.218831270933151,0.165126070380211,0.124560013413429,"Man",NA,"Akeroya","Rock"
"Grass",0.0404969081282616,0.0944578126072884,0.466670751571655,0.236832976341248,0.064063236117363,"Man",NA,"Akeroya","Grass"
"Grass",0.0465239621698856,0.094279944896698,0.42720028758049,0.236974120140076,0.084606721997261,"Man",NA,"Akeroya","Grass"
"Grass",0.0413454920053482,0.0854065269231796,0.377020269632339,0.22027662396431,0.0760470032691956,"Man",NA,"Akeroya","Heather"
"Grass",0.0419649481773376,0.0855824947357178,0.387852251529694,0.231327325105667,0.0739205107092857,"Man",NA,"Akeroya","Grass"
"Grass",0.0427569970488548,0.0866646021604538,0.382372111082077,0.229462638497353,0.0755879953503609,"Man",NA,"Akeroya","Grass"
"Grass",0.0447325669229031,0.0874615907669067,0.385976433753967,0.227841660380363,0.0772930458188057,"Man",NA,"Akeroya","Grass"
"Rock",0.202697187662125,0.24785977602005,0.444244712591171,0.367300301790237,0.317742049694061,"Man",NA,"Akeroya","Rock"
"Rock",0.0909024849534035,0.108729563653469,0.185779958963394,0.141298830509186,0.117463178932667,"Man",NA,"Akeroya","Rock"
"Rock",0.107644103467464,0.124476127326488,0.202394559979439,0.171897724270821,0.134941220283508,"Man",NA,"Akeroya","Rock"
"Rock",0.0979999750852585,0.12135124951601,0.204741165041924,0.164333894848824,0.133001059293747,"Man",NA,"Akeroya","Rock"
"Rock",0.104408666491508,0.132196187973022,0.217339441180229,0.180259525775909,0.145255267620087,"Man",NA,"Akeroya","Rock"
"Heather",0.0216327328234911,0.0433694832026958,0.344929367303848,0.154101595282555,0.0294066052883863,"Man",NA,"Akeroya","Shrubs"
"Heather",0.0239330716431141,0.045806709676981,0.308866530656815,0.158952876925468,0.0346186459064484,"Man",NA,"Akeroya","Heather"
"Heather",0.0175966434180737,0.043658409267664,0.322386652231216,0.140618711709976,0.0262833330780268,"Man",NA,"Akeroya","Shrubs"
"Heather",0.0180707089602947,0.0387165546417236,0.267151206731796,0.126018539071083,0.0280240476131439,"Man",NA,"Akeroya","Shrubs"
"Heather",0.0218121614307165,0.0319235399365425,0.20414325594902,0.117686182260513,0.030243007466197,"Man",NA,"Akeroya","Heather"
"Heather",0.0182829853147268,0.0242872275412083,0.154884934425354,0.0873349532485008,0.0220669563859701,"Man",NA,"Akeroya","Brown algae"
"Heather",0.0294779948890209,0.0501784421503544,0.343720644712448,0.188646107912064,0.043227843940258,"Man",NA,"Akeroya","Heather"
"Heather",0.0321444943547249,0.0597881786525249,0.32939800620079,0.186559557914734,0.0494484156370163,"Man",NA,"Akeroya","Heather"
"Shrubs",0.0148804495111108,0.030112449079752,0.168077394366264,0.0869854316115379,0.0199490413069725,"Man",NA,"Akeroya","Shrubs"
"Shrubs",0.0173312742263079,0.0332671701908112,0.184787318110466,0.106597498059273,0.021483501419425,"Man",NA,"Akeroya","Shrubs"
"Shrubs",0.0177966747432947,0.0522193945944309,0.201115965843201,0.0874794572591782,0.0269930511713028,"Man",NA,"Akeroya","Shrubs"
"Shrubs",0.0236795656383038,0.0839173793792725,0.336720585823059,0.145294696092606,0.0366034246981144,"Man",NA,"Akeroya","Shrubs"
"Shrubs",0.0202854219824076,0.0465979836881161,0.237848535180092,0.132406204938889,0.0292655788362026,"Man",NA,"Akeroya","Shrubs"
"Heather",0.0249332692474127,0.0419622473418713,0.28264519572258,0.174907296895981,0.038404855877161,"Man",NA,"Akeroya","Heather"
"Heather",0.0216390732675791,0.0452463738620281,0.292080998420715,0.163215786218643,0.0375225208699703,"Man",NA,"Akeroya","Shrubs"
"Heather",0.0236395020037889,0.037192340940237,0.275382816791534,0.162824720144272,0.036597054451704,"Man",NA,"Akeroya","Heather"
"Green algae",0.102873735129833,0.147783204913139,0.292768180370331,0.211717575788498,0.137023597955704,"Man",NA,"Akeroya","Rock"
"Green algae",0.097717672586441,0.148247495293617,0.303013473749161,0.23179467022419,0.150826975703239,"Man",NA,"Akeroya","Rock"
"Green algae",0.12543086707592,0.169509395956993,0.272092759609222,0.222682699561119,0.176805600523949,"Man",NA,"Akeroya","Rock"
"Green algae",0.0406686179339886,0.076252169907093,0.302314966917038,0.178019151091576,0.0589022301137447,"Man",NA,"Akeroya","Green algae"
"Marram grass",0.177705258131027,0.243896350264549,0.291404277086258,0.281938999891281,0.264155507087708,"Man",NA,"Akeroya","Rock"
"Marram grass",0.178949579596519,0.232815608382225,0.282029896974564,0.272349685430527,0.248959973454475,"Man",NA,"Akeroya","Rock"
"Marram grass",0.167761713266373,0.212814390659332,0.259415507316589,0.247931703925133,0.228025570511818,"Man",NA,"Akeroya","Rock"
"Marram grass",0.147707730531693,0.171886578202248,0.222745075821877,0.207915097475052,0.179644256830215,"Man",NA,"Akeroya","Rock"
"Marram grass",0.109240598976612,0.127092659473419,0.197666972875595,0.162492319941521,0.121274687349796,"Man",NA,"Akeroya","Rock"
"Tangvoll",0.0440806783735752,0.0557894222438335,0.154582768678665,0.0963057726621628,0.0767344683408737,"Man",NA,"Akeroya","Tangvoll"
"Tangvoll",0.0337964817881584,0.0424182675778866,0.130791425704956,0.0772744789719582,0.0587812848389149,"Man",NA,"Akeroya","Tangvoll"
"Sand",0.161545559763908,0.195877090096474,0.242997080087662,0.231211870908737,0.225150361657143,"Man",NA,"Akeroya","Rock"
"Sand",0.155018359422684,0.191315352916718,0.234941810369492,0.224963337182999,0.220746800303459,"Man",NA,"Akeroya","Sand"
"Sand",0.162948206067085,0.202286571264267,0.247191473841667,0.235466614365578,0.228680267930031,"Man",NA,"Akeroya","Rock"
"Sand",0.0271824058145285,0.050272636115551,0.0231454502791166,0.0286266189068556,0.0420619621872902,"Man",NA,"Akeroya","Sand"
"Sand",0.0273892302066088,0.0501916222274303,0.0238175578415394,0.027358690276742,0.0414494760334492,"Man",NA,"Akeroya","Sand"
"Sand",0.0270888954401016,0.0502164885401726,0.0241238810122013,0.0290748067200184,0.0422784723341465,"Man",NA,"Akeroya","Sand"
"Sand",0.0273424852639437,0.0504615046083927,0.0245493557304144,0.027959244325757,0.0412539206445217,"Man",NA,"Akeroya","Sand"
"Sand",0.0268405843526125,0.0506705418229103,0.0246729720383883,0.0275004729628563,0.0415605939924717,"Man",NA,"Akeroya","Sand"
"Sand",0.0273816324770451,0.0509141013026237,0.0236008819192648,0.0282296277582645,0.0414636917412281,"Man",NA,"Akeroya","Sand"
"Brown algae",0.0178890712559223,0.0181766003370285,0.0165010336786509,0.0149101028218865,0.0146516244858503,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0177784636616707,0.0181378237903118,0.0165295843034983,0.0146061647683382,0.0141689665615559,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0174804925918579,0.018744645640254,0.0162458438426256,0.0150806671008468,0.0140595175325871,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0195051655173302,0.0190786588937044,0.0167364552617073,0.0146205900236964,0.0138439238071442,"Man",NA,"Akeroya","Fucus serratus "
"Green algae",0.0406935624778271,0.0775584280490875,0.213304311037064,0.171743094921112,0.0472232960164547,"Man",NA,"Akeroya","Green algae"
"Green algae",0.0278325472027063,0.0376911945641041,0.225903868675232,0.12558376789093,0.0270251426845789,"Man",NA,"Akeroya","Fucus vesiculosus"
"Green algae",0.028428703546524,0.0399904884397984,0.238433197140694,0.137282833456993,0.0299841240048409,"Man",NA,"Akeroya","Fucus vesiculosus"
"Green algae",0.0649391636252403,0.112159743905067,0.189717501401901,0.157809883356094,0.0912910997867584,"Man",NA,"Akeroya","Green algae"
"Green algae",0.0474966280162334,0.0867543667554855,0.159390851855278,0.132413446903229,0.0683175101876259,"Man",NA,"Akeroya","Green algae"
"Green algae",0.0643140748143196,0.109683059155941,0.189285770058632,0.150594159960747,0.0920033752918243,"Man",NA,"Akeroya","Green algae"
"Green algae",0.0727682113647461,0.11634711176157,0.223302364349365,0.171222195029259,0.0979983657598495,"Man",NA,"Akeroya","Green algae"
"Green algae",0.0278488527983427,0.0393684841692448,0.210034877061844,0.111565113067627,0.0276464484632015,"Man",NA,"Akeroya","Fucus vesiculosus"
"Heather",0.0349629260599613,0.0740143656730652,0.291838735342026,0.164063364267349,0.0496089234948158,"Man",NA,"Akeroya","Green algae"
"Heather",0.0335163734853268,0.0796324387192726,0.313535809516907,0.179560542106628,0.0496590323746204,"Man",NA,"Akeroya","Green algae"
"Heather",0.0300992131233215,0.0768485218286514,0.284061908721924,0.172559708356857,0.0470922030508518,"Man",NA,"Akeroya","Green algae"
"Heather",0.0346514768898487,0.0818018317222595,0.332574814558029,0.187934875488281,0.0501584932208061,"Man",NA,"Akeroya","Green algae"
"Heather",0.0340804383158684,0.0883338749408722,0.345117062330246,0.197924077510834,0.0503963865339756,"Man",NA,"Akeroya","Green algae"
"Tangvoll",0.0344769358634949,0.0401138849556446,0.143192306160927,0.0699532330036163,0.0522488504648209,"Man",NA,"Akeroya","Brown algae"
"Tangvoll",0.0334235839545727,0.0389335080981255,0.141581475734711,0.068797878921032,0.0495321340858936,"Man",NA,"Akeroya","Brown algae"
"Tangvoll",0.0307778082787991,0.0354645512998104,0.140602245926857,0.0681453570723534,0.0465247854590416,"Man",NA,"Akeroya","Brown algae"
"Tangvoll",0.0306230243295431,0.0355871878564358,0.129839152097702,0.0654072910547256,0.0451259464025497,"Man",NA,"Akeroya","Brown algae"
"Tangvoll",0.0322660692036152,0.0366013012826443,0.133743315935135,0.0680864155292511,0.0457975417375565,"Man",NA,"Akeroya","Brown algae"
"Tangvoll",0.0407643541693687,0.0486873164772987,0.137436330318451,0.0788422152400017,0.0594095848500729,"Man",NA,"Akeroya","Tangvoll"
"Tangvoll",0.0377746596932411,0.0466958060860634,0.134019494056702,0.0760575979948044,0.0585020668804646,"Man",NA,"Akeroya","Tangvoll"
"Tangvoll",0.0381331965327263,0.0489465296268463,0.135843306779861,0.07932348549366,0.0584801770746708,"Man",NA,"Akeroya","Tangvoll"
"Tangvoll",0.0371539928019047,0.0455762185156345,0.136163532733917,0.0727050453424454,0.0560560636222363,"Man",NA,"Akeroya","Tangvoll"
"Tangvoll",0.135717764496803,0.1477310359478,0.17520110309124,0.160649523139,0.15755395591259,"Man",NA,"Akeroya","Sand"
"Tangvoll",0.0944420993328094,0.104631431400776,0.142737209796906,0.124154835939407,0.111424349248409,"Man",NA,"Akeroya","Sand"
"Tangvoll",0.109361350536346,0.119963891804218,0.15901742875576,0.137269169092178,0.127166390419006,"Man",NA,"Akeroya","Sand"
"Tangvoll",0.0744837820529938,0.0786627233028412,0.128921926021576,0.103338204324245,0.0817739740014076,"Man",NA,"Akeroya","Sand"
"Tangvoll",0.0535404272377491,0.0557576082646847,0.125274300575256,0.0842100158333778,0.0599601119756699,"Man",NA,"Akeroya","Tangvoll"
"Rock",0.0318924114108086,0.034492302685976,0.0544239170849323,0.0375319793820381,0.0306149106472731,"Man",NA,"Akeroya","Brown algae"
"Rock",0.10688753426075,0.140360787510872,0.200338050723076,0.18201644718647,0.155323892831802,"Man",NA,"Akeroya","Rock"
"Rock",0.112652786076069,0.150131806731224,0.201180279254913,0.179290592670441,0.158136427402496,"Man",NA,"Akeroya","Rock"
"Rock",0.0858524888753891,0.114975996315479,0.161174193024635,0.148580387234688,0.123245127499104,"Man",NA,"Akeroya","Sand"
"Rock",0.124184817075729,0.165496468544006,0.209380716085434,0.191888272762299,0.175865545868874,"Man",NA,"Akeroya","Rock"
"Rock",0.121831230819225,0.161818519234657,0.203544154763222,0.188522964715958,0.17099717259407,"Man",NA,"Akeroya","Rock"
"Tangvoll",0.0986354723572731,0.111348904669285,0.155198365449905,0.127764597535133,0.117896020412445,"Man",NA,"Akeroya","Sand"
"Tangvoll",0.0799610912799835,0.0841049626469612,0.147169470787048,0.113675363361835,0.0898821577429771,"Man",NA,"Akeroya","Lichen"
"Shrubs",0.0250886678695679,0.0406671985983849,0.183009386062622,0.0984833166003227,0.0381343066692352,"Man",NA,"Akeroya","Heather"
"Shrubs",0.026332201436162,0.0546017475426197,0.24955740571022,0.134021520614624,0.0355935618281364,"Man",NA,"Akeroya","Shrubs"
"Shrubs",0.0259296204894781,0.0517543442547321,0.253743797540665,0.129454478621483,0.0326043590903282,"Man",NA,"Akeroya","Shrubs"
"Sand",0.195203199982643,0.213732495903969,0.245464310050011,0.233261480927467,0.230223715305328,"Man",NA,"Akeroya","Sand"
"Sand",0.202277198433876,0.224437937140465,0.256565421819687,0.245168536901474,0.239993900060654,"Man",NA,"Akeroya","Rock"
"Sand",0.178978234529495,0.223213195800781,0.266804158687592,0.255078881978989,0.250667691230774,"Man",NA,"Akeroya","Rock"
"Sand",0.167513877153397,0.207040801644325,0.253974854946136,0.243370696902275,0.235472768545151,"Man",NA,"Akeroya","Rock"
"Sand",0.172020509839058,0.215188965201378,0.260825902223587,0.248209327459335,0.241490349173546,"Man",NA,"Akeroya","Rock"
"Sand",0.132916033267975,0.150401338934898,0.181791663169861,0.164404422044754,0.155375048518181,"Man",NA,"Akeroya","Sand"
"Sand",0.132492825388908,0.147641748189926,0.176153734326363,0.159399911761284,0.152674913406372,"Man",NA,"Akeroya","Sand"
"Sand",0.117824360728264,0.130535691976547,0.161267951130867,0.147773399949074,0.139603406190872,"Man",NA,"Akeroya","Sand"
"Sand",0.136479139328003,0.153130754828453,0.18043327331543,0.167221412062645,0.161528736352921,"Man",NA,"Akeroya","Sand"
"Sand",0.125852152705193,0.139368340373039,0.164518088102341,0.154923468828201,0.146968722343445,"Man",NA,"Akeroya","Sand"
"Sand",0.135718688368797,0.152160093188286,0.178530052304268,0.164774298667908,0.156510949134827,"Man",NA,"Akeroya","Sand"
"Sand",0.131860464811325,0.147939831018448,0.172296494245529,0.159469828009605,0.152900084853172,"Man",NA,"Akeroya","Sand"
"Orange lichen",0.0987968891859055,0.135310277342796,0.217992514371872,0.180456787347794,0.14322167634964,"Man",NA,"Akeroya","Rock"
"Orange lichen",0.0935956761240959,0.135950297117233,0.221814751625061,0.190670043230057,0.150799050927162,"Man",NA,"Akeroya","Rock"
"Orange lichen",0.0770202204585075,0.144605025649071,0.261393547058105,0.221482738852501,0.165455356240273,"Man",NA,"Akeroya","Rock"
"Orange lichen",0.123505607247353,0.206250965595245,0.342939078807831,0.307764619588852,0.244485750794411,"Man",NA,"Akeroya","Rock"
"Orange lichen",0.0893626883625984,0.167910262942314,0.31570029258728,0.278673887252808,0.208970189094543,"Man",NA,"Akeroya","Rock"
"Orange lichen",0.0916176661849022,0.16765071451664,0.313378661870956,0.27414733171463,0.208941280841827,"Man",NA,"Akeroya","Rock"
"Orange lichen",0.095850445330143,0.179590687155724,0.308257281780243,0.274284154176712,0.212887927889824,"Man",NA,"Akeroya","Rock"
"Orange lichen",0.0833463743329048,0.154324367642403,0.273729532957077,0.232308804988861,0.174091085791588,"Man",NA,"Akeroya","Rock"
"Orange lichen",0.0750099122524261,0.141326934099197,0.265051394701004,0.219792246818542,0.162571355700493,"Man",NA,"Akeroya","Rock"
"Orange lichen",0.0813215672969818,0.14170528948307,0.241295009851456,0.20887690782547,0.164177045226097,"Man",NA,"Akeroya","Rock"
"Orange lichen",0.0639689639210701,0.130621239542961,0.252069652080536,0.211820229887962,0.156541034579277,"Man",NA,"Akeroya","Rock"
"Orange lichen",0.0708752200007439,0.141205161809921,0.262465357780457,0.222881659865379,0.164811968803406,"Man",NA,"Akeroya","Rock"
"Orange lichen",0.115365780889988,0.198890134692192,0.312889009714127,0.271948277950287,0.221438229084015,"Man",NA,"Akeroya","Rock"
"Orange lichen",0.16104444861412,0.224140673875809,0.306303977966309,0.275415897369385,0.238351792097092,"Man",NA,"Akeroya","Rock"
"Orange lichen",0.0961961448192596,0.180066838860512,0.330138027667999,0.276056975126266,0.216520562767982,"Man",NA,"Akeroya","Rock"
"Orange lichen",0.115391485393047,0.200433969497681,0.340279579162598,0.279007643461227,0.212359085679054,"Man",NA,"Akeroya","Rock"
"Orange lichen",0.135012000799179,0.191778302192688,0.276918560266495,0.248815923929214,0.20482137799263,"Man",NA,"Akeroya","Rock"
"Orange lichen",0.0887880399823189,0.181746602058411,0.35088524222374,0.282566368579865,0.206467196345329,"Man",NA,"Akeroya","Rock"
"Orange lichen",0.075296051800251,0.165881678462029,0.297676801681519,0.252042233943939,0.18283012509346,"Man",NA,"Akeroya","Rock"
"Rock",0.25020170211792,0.310517400503159,0.353991836309433,0.345222979784012,0.320634007453918,"Man",NA,"Akeroya","Rock"
"Rock",0.255600690841675,0.318314462900162,0.364031314849854,0.360785931348801,0.330257654190063,"Man",NA,"Akeroya","Rock"
"Rock",0.254485309123993,0.318370074033737,0.367111474275589,0.364796608686447,0.333570241928101,"Man",NA,"Akeroya","Rock"
"Rock",0.191492274403572,0.273967295885086,0.320070326328278,0.304711878299713,0.286632776260376,"Man",NA,"Akeroya","Rock"
"Rock",0.226654008030891,0.312886863946915,0.343386381864548,0.333771944046021,0.320557415485382,"Man",NA,"Akeroya","Rock"
"Rock",0.224761605262756,0.319305986166,0.337376445531845,0.32782569527626,0.317749857902527,"Man",NA,"Akeroya","Rock"
"Brown algae",0.0168487057089806,0.0177906826138496,0.0219533778727055,0.0205940883606672,0.0144815612584352,"Man",NA,"Akeroya","Brown algae"
"Green algae",0.0203028991818428,0.0398421250283718,0.231687232851982,0.110948212444782,0.0185476988554001,"Man",NA,"Akeroya","Fucus vesiculosus"
"Green algae",0.0202555377036333,0.0375778004527092,0.228645861148834,0.101927317678928,0.0181970577687025,"Man",NA,"Akeroya","Fucus vesiculosus"
"Green algae",0.0215920731425285,0.0415589287877083,0.231363028287888,0.1119489595294,0.0186366178095341,"Man",NA,"Akeroya","Fucus vesiculosus"
"Brown algae",0.0169588942080736,0.0181363746523857,0.11546216160059,0.0557554922997952,0.0129820313304663,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0161583814769983,0.0181337725371122,0.105909131467342,0.0554590858519077,0.0129175847396255,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0143749453127384,0.0157803110778332,0.0929509252309799,0.0499352775514126,0.0120071973651648,"Man",NA,"Akeroya","Brown algae"
"Green algae",0.024347148835659,0.0309794433414936,0.146392673254013,0.071595661342144,0.0214862748980522,"Man",NA,"Akeroya","Fucus vesiculosus"
"Green algae",0.021243205294013,0.0270391572266817,0.143890380859375,0.0663793981075287,0.0181900933384895,"Man",NA,"Akeroya","Fucus vesiculosus"
"Green algae",0.0213783830404282,0.0237665344029665,0.136933922767639,0.0585152469575405,0.0175384506583214,"Man",NA,"Akeroya","Fucus vesiculosus"
"Brown algae",0.0139135904610157,0.0140997041016817,0.0592979602515697,0.0429095700383186,0.0095772510394454,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0138501133769751,0.0145627474412322,0.0532870776951313,0.0399683341383934,0.00997150782495737,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0130999265238643,0.0137505736202002,0.055980496108532,0.0385983400046825,0.00973366759717464,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0135207194834948,0.0141145810484886,0.0490387976169586,0.0396876409649849,0.0100768627598882,"Man",NA,"Akeroya","Brown algae"
"Lichen",0.0554157122969627,0.0648218989372253,0.169320091605186,0.0910871997475624,0.062411542981863,"Man",NA,"Akeroya","Lichen"
"Lichen",0.0552522763609886,0.0663401409983635,0.168512344360352,0.0907441005110741,0.0606269910931587,"Man",NA,"Akeroya","Green algae"
"Lichen",0.0541865192353725,0.0644293949007988,0.161108195781708,0.0845545828342438,0.0598980039358139,"Man",NA,"Akeroya","Green algae"
"Lichen",0.0530898533761501,0.0644947364926338,0.159896790981293,0.0836266055703163,0.0600615367293358,"Man",NA,"Akeroya","Green algae"
"Rock",0.172588437795639,0.265721052885056,0.351874023675919,0.353744208812714,0.328043550252914,"Man",NA,"Akeroya","Rock"
"Rock",0.179011434316635,0.281500428915024,0.343733936548233,0.357713282108307,0.342727214097977,"Man",NA,"Akeroya","Rock"
"Rock",0.160585939884186,0.258597254753113,0.330550283193588,0.337511420249939,0.316419124603271,"Man",NA,"Akeroya","Rock"
"Rock",0.145998999476433,0.235683530569077,0.306325793266296,0.313335299491882,0.294601768255234,"Man",NA,"Akeroya","Rock"
"Rock",0.144081085920334,0.229049026966095,0.301270067691803,0.310736060142517,0.287420958280563,"Man",NA,"Akeroya","Rock"
"Rock",0.142884090542793,0.232996329665184,0.305422902107239,0.311295062303543,0.294940441846848,"Man",NA,"Akeroya","Rock"
"Rock",0.142983347177505,0.225631639361382,0.300349146127701,0.306294292211533,0.286353319883347,"Man",NA,"Akeroya","Rock"
"Rock",0.140656962990761,0.22959566116333,0.307904750108719,0.314869940280914,0.295607179403305,"Man",NA,"Akeroya","Rock"
"Rock",0.146846190094948,0.243009462952614,0.309137314558029,0.319699048995972,0.304744809865952,"Man",NA,"Akeroya","Rock"
"Rock",0.212095305323601,0.321973025798798,0.419424146413803,0.416392028331757,0.393845617771149,"Man",NA,"Akeroya","Rock"
"Rock",0.216371223330498,0.325370162725449,0.41742992401123,0.418180495500565,0.400994539260864,"Man",NA,"Akeroya","Rock"
"Rock",0.213803455233574,0.324615061283112,0.423272460699081,0.418755501508713,0.395658403635025,"Man",NA,"Akeroya","Rock"
"Rock",0.640972018241882,0.735948085784912,0.78745973110199,0.73282927274704,0.720660030841827,"Man",NA,"Akeroya","Rock"
"Rock",0.599499523639679,0.698413550853729,0.80112898349762,0.727471172809601,0.714677393436432,"Man",NA,"Akeroya","Rock"
"Rock",0.611530780792236,0.729196310043335,0.79554671049118,0.751142978668213,0.738976538181305,"Man",NA,"Akeroya","Rock"
"Rock",0.544226467609406,0.588961124420166,0.728641092777252,0.715845227241516,0.68627142906189,"Man",NA,"Akeroya","Rock"
"Marram grass",0.0520587973296642,0.0952624082565308,0.296137869358063,0.176346674561501,0.0739032179117203,"Man",NA,"Akeroya","Green algae"
"Marram grass",0.112152546644211,0.152204841375351,0.246962338685989,0.199229225516319,0.153970524668694,"Man",NA,"Akeroya","Rock"
"Marram grass",0.0797159671783447,0.1146340072155,0.24973551928997,0.184741318225861,0.116815321147442,"Man",NA,"Akeroya","Rock"
"Marram grass",0.100346557796001,0.134095743298531,0.250777453184128,0.195242956280708,0.133180558681488,"Man",NA,"Akeroya","Rock"
"Marram grass",0.0804485753178596,0.116506360471249,0.264348447322845,0.182281374931335,0.112215206027031,"Man",NA,"Akeroya","Rock"
"Marram grass",0.0671866312623024,0.109603576362133,0.288556784391403,0.18693995475769,0.0934541970491409,"Man",NA,"Akeroya","Green algae"
"Marram grass",0.0765022113919258,0.120865397155285,0.288963794708252,0.187929168343544,0.106319330632687,"Man",NA,"Akeroya","Rock"
"Marram grass",0.0722735226154327,0.112432040274143,0.301804780960083,0.192297220230103,0.0992043912410736,"Man",NA,"Akeroya","Rock"
