"","ID","type","WP..RTK.GPS.","latitude","longitude","Atltitude..m.","date..GPS.","time..GPS.","Environ","Sp01","Sp02","Sp03","Sp04","Sp04_la","bolaerne.blue","bolaerne.green.","bolaerne.nir","bolaerne.red.","bolaerne.red.edge"
"33",86,"RTK",NA,59.19808166,10.57081242,-0.06,"28/08/2019","18:02:46","below water","veg","seaweed","Green algae","Green algae","Green algae",0.0509226508438587,0.0868436470627785,0.135535016655922,0.0520977079868317,0.137956380844116
"34",87,"RTK",NA,59.19819419,10.57073169,-0.485,"28/08/2019","18:03:59","below water","veg","seaweed","brown algae","Ascophyllum ","Ascophyllum ",0.0614776387810707,0.0936645865440369,0.337113559246063,0.0663994029164314,0.22454072535038
"35",88,"RTK",NA,59.20036939,10.56959024,0.169,"28/08/2019","18:16:58","above water","no veg ","sand","sand","sand","sand",0.103352479636669,0.133354738354683,0.168629035353661,0.155283063650131,0.160145238041878
"36",89,"RTK",NA,59.20041334,10.56961062,0.174,"28/08/2019","18:17:31","above water","no veg ","sand","sand","sand","sand",0.0885050892829895,0.113370709121227,0.145855948328972,0.134936600923538,0.133906483650208
"37",90,"RTK",NA,59.20043902,10.56961885,0.142,"28/08/2019","18:18:01","above water","no veg ","sand","sand","sand","sand",0.0966933965682983,0.124153435230255,0.155373796820641,0.144171178340912,0.151042401790619
"38",91,"RTK",NA,59.20049731,10.56961039,-0.015,"28/08/2019","18:19:02","below water","no veg ","sand","sand","sand","sand",0.0663273483514786,0.0845765322446823,0.114451594650745,0.0983463898301125,0.101637430489063
"39",92,"RTK",NA,59.20046112,10.56960411,-0.018,"28/08/2019","18:19:45","below water","no veg ","sand","sand","sand","sand",0.0603447295725346,0.0787747725844383,0.110321201384068,0.0958106368780136,0.0965117067098618
"40",93,"RTK",NA,59.2004051,10.56958299,-0.009,"28/08/2019","18:20:29","below water","no veg ","sand","sand","sand","sand",0.0596149861812592,0.0781237408518791,0.113210000097752,0.0939337462186813,0.103823162615299
"41",94,"RTK",NA,59.20083965,10.56925703,1.485,"28/08/2019","18:25:06","terrestrial ","veg","grass","grass","grass","grass",0.0479832999408245,0.103196993470192,0.4257433116436,0.0675353407859802,0.231841281056404
"42",95,"RTK",NA,59.20088886,10.56930948,1.611,"28/08/2019","18:25:56","terrestrial ","veg","grass","grass","grass","grass",0.0387854725122452,0.0952782109379768,0.384041279554367,0.0567225515842438,0.210644647479057
"43",96,"RTK",NA,59.2009418,10.56932552,1.727,"28/08/2019","18:26:48","terrestrial ","veg","grass","grass","grass","grass",0.0332725718617439,0.0896466821432114,0.38759657740593,0.0467000752687454,0.195880442857742
"44",97,"RTK",NA,59.20126007,10.56957517,-0.51,"28/08/2019","18:32:06","below water","no veg ","sand","sand","sand","sand",0.0518461763858795,0.0671748518943787,0.0542938038706779,0.0540452040731907,0.0527571439743042
"45",98,"RTK",NA,59.20127225,10.56944212,-0.559,"28/08/2019","18:33:07","below water","no veg ","sand","sand","sand","sand",0.0508291348814964,0.0676700472831726,0.0531797856092453,0.0529474429786205,0.0524534620344639
"46",99,"RTK",NA,59.20134595,10.56932938,-0.759,"28/08/2019","18:34:22","below water","no veg ","sand","sand","sand","sand",0.0498892664909363,0.0624803081154823,0.0493161082267761,0.0477441400289536,0.0460035763680935
"47",100,"RTK",NA,59.20135674,10.56937602,-0.695,"28/08/2019","18:35:21","below water","veg","seaweed","brown algae","brown algae","brown algae",0.0397904515266418,0.0465985760092735,0.0524256676435471,0.0359974056482315,0.0615301877260208
"48",101,"RTK",NA,59.20144033,10.56931954,-0.741,"28/08/2019","18:36:33","below water","veg","seaweed","brown algae","brown algae","brown algae",0.040060993283987,0.0493513457477093,0.0500397719442844,0.0357895120978355,0.0492844991385937
"49",102,"RTK",NA,59.20155754,10.56926272,-0.822,"28/08/2019","18:38:14","below water","no veg ","sand","sand","sand","sand",0.0466069020330906,0.0578231029212475,0.047658521682024,0.044833842664957,0.0412372574210167
"50",103,"RTK",NA,59.20156619,10.56929347,-0.568,"28/08/2019","18:39:33","below water","veg","seaweed","Brown algae","Brown algae","Brown algae",0.0380855575203896,0.0467895567417145,0.0521995425224304,0.0363910831511021,0.0567951872944832
"51",104,"RTK",NA,59.20260946,10.54318543,0.208,"29/08/2019","12:33:11","terrestrial ","veg","Honckenya","Honckenya","Honckenya","Honckenya",NA,NA,NA,NA,NA
"52",105,"RTK",NA,59.20262895,10.54316748,-0.045,"29/08/2019","12:33:48","below water","no veg ","small stone bottom","small stone bottom","small stone bottom","small stone bottom",NA,NA,NA,NA,NA
"53",106,"RTK",NA,59.20261505,10.54321797,0.281,"29/08/2019","12:34:44","terrestrial ","veg","Honckenya","Honckenya","Honckenya","Honckenya",NA,NA,NA,NA,NA
"54",107,"RTK",NA,59.2025972,10.54313368,0.091,"29/08/2019","12:35:41","above water","veg","seaweed","brown algae","brown algae","brown algae",NA,NA,NA,NA,NA
"55",108,"RTK",NA,59.20156012,10.54295144,0.073,"29/08/2019","12:42:03","terrestrial ","veg","Honckenya","Honckenya","Honckenya","Honckenya",NA,NA,NA,NA,NA
"56",109,"RTK",NA,59.20151504,10.54290981,0.11,"29/08/2019","12:42:42","terrestrial ","veg","Honckenya","Honckenya","Honckenya","Honckenya",NA,NA,NA,NA,NA
"57",110,"RTK",NA,59.20152005,10.54286236,-0.013,"29/08/2019","12:43:29","below water","no veg ","small stone bottom","small stone bottom","small stone bottom","small stone bottom",NA,NA,NA,NA,NA
"58",111,"RTK",NA,59.2014323,10.5428193,0.637,"29/08/2019","12:44:24","terrestrial ","no veg ","rock","rock","rock","rock",NA,NA,NA,NA,NA
"59",112,"RTK",NA,59.20071728,10.54282709,0.817,"29/08/2019","12:47:34","terrestrial ","no veg ","rock","rock","rock","rock",NA,NA,NA,NA,NA
"60",113,"RTK",NA,59.19971823,10.54572708,-0.888,"29/08/2019","12:54:54","below water","veg","eelgrass","eelgrass","eelgrass","eelgrass",NA,NA,NA,NA,NA
"61",114,"RTK",NA,59.19971145,10.54581589,-0.865,"29/08/2019","12:56:57","below water","veg","eelgrass","eelgrass","eelgrass","eelgrass",NA,NA,NA,NA,NA
"62",115,"RTK",NA,59.19947861,10.54600335,0.35,"29/08/2019","13:03:16","below water","no veg ","sand","sand","sand","sand",NA,NA,NA,NA,NA
"63",116,"RTK",NA,59.19941273,10.54587676,0.363,"29/08/2019","13:04:07","below water","no veg ","sand","sand","sand","sand",NA,NA,NA,NA,NA
"64",117,"RTK",NA,59.19937028,10.54566655,0.17,"29/08/2019","13:05:12","below water","no veg ","sand","sand","sand","sand",NA,NA,NA,NA,NA
"65",118,"RTK",NA,59.1994979,10.54624979,-0.062,"29/08/2019","13:08:58","below water","veg","seaweed","brown algae","Ascophyllum ","Ascophyllum ",NA,NA,NA,NA,NA
"66",119,"RTK",NA,59.20817328,10.56637877,-0.312,"30/08/2019","15:14:51","below water","veg","seaweed","brown algae","bladder wrack","fucus vesiculosus",NA,NA,NA,NA,NA
"67",120,"RTK",NA,59.2082148,10.56640237,-0.3,"30/08/2019","15:15:45","below water","veg","seaweed","brown algae","bladder wrack","fucus vesiculosus",NA,NA,NA,NA,NA
"68",121,"RTK",NA,59.2083394,10.56654533,-0.274,"30/08/2019","15:16:44","below water","veg","seaweed","brown algae","bladder wrack","fucus vesiculosus",NA,NA,NA,NA,NA
"69",122,"RTK",NA,59.20854511,10.56710398,-0.338,"30/08/2019","15:20:29","below water","veg","seaweed","brown algae","Ascophyllum ","Ascophyllum ",NA,NA,NA,NA,NA
"70",123,"RTK",NA,59.20893345,10.56739683,1.744,"30/08/2019","15:25:17","terrestrial ","no veg ","rock","rock","rock","rock",NA,NA,NA,NA,NA
"71",124,"RTK",NA,59.20814196,10.56632328,-0.162,"30/08/2019","15:31:51","below water","veg","seaweed","Green algae","Green algae","Green algae",NA,NA,NA,NA,NA
"72",125,"RTK",NA,59.20797078,10.56601431,0.729,"30/08/2019","15:33:24","above water","no veg ","sand","sand","sand","sand",NA,NA,NA,NA,NA
"73",126,"RTK",NA,59.20794793,10.56585891,1.155,"30/08/2019","15:35:14","terrestrial ","veg","marram grass","marram grass","marram grass","marram grass",NA,NA,NA,NA,NA
"74",127,"RTK",NA,59.20805573,10.56551992,0.142,"30/08/2019","15:37:44","below water","no veg ","sand","sand","sand","sand",NA,NA,NA,NA,NA
"75",128,"RTK",NA,59.20820676,10.56508893,0.109,"30/08/2019","15:39:07","below water","no veg ","sand","sand","sand","sand",NA,NA,NA,NA,NA
"76",129,"RTK",NA,59.2084998,10.56495489,0.539,"30/08/2019","15:42:52","above water","veg","seaweed","brown algae","brown algae","brown algae",NA,NA,NA,NA,NA
"77",130,"RTK",NA,59.20872444,10.56479145,0.434,"30/08/2019","15:46:10","above water","veg","lichen","Lichen","Lichen","Lichen",NA,NA,NA,NA,NA
"78",131,"RTK",NA,59.20897396,10.56461768,-0.47,"30/08/2019","15:48:46","below water","veg","seaweed","brown algae","Ascophyllum ","Ascophyllum ",NA,NA,NA,NA,NA
"79",132,"RTK",NA,59.20815859,10.5659368,-0.207,"30/08/2019","15:57:59","below water","veg","seaweed","brown algae","bladder wrack","fucus vesiculosus",NA,NA,NA,NA,NA
"80",133,"RTK",NA,59.20809478,10.56581555,-0.542,"30/08/2019","15:59:54","below water","no veg ","sand","sand","sand","sand",NA,NA,NA,NA,NA
"81",134,"RTK",NA,59.2081317,10.56580023,-0.677,"30/08/2019","16:00:42","below water","veg","seaweed","brown algae","fucus serratus ","fucus serratus ",NA,NA,NA,NA,NA
"82",135,"RTK",NA,59.20815789,10.56580384,-0.651,"30/08/2019","16:01:39","below water","veg","seaweed","brown algae","fucus serratus ","fucus serratus ",NA,NA,NA,NA,NA
"83",136,"RTK",NA,59.20824139,10.56584267,-0.796,"30/08/2019","16:03:26","below water","no veg ","sand","sand","sand","sand",NA,NA,NA,NA,NA
"84",259,"drop cam",329,59.19562398,10.57603204,NA,"28/08/2019","14:28:47","below water","","","","","",0.0448534674942493,0.047157172113657,0.0380189940333366,0.0407366193830967,0.0474446378648281
"85",260,"drop cam",330,59.195584,10.57628098,NA,"28/08/2019","14:29:11","below water","","","","","",0.0452090613543987,0.0529666095972061,0.0411213785409927,0.0396110936999321,0.0669681653380394
"86",261,"drop cam",331,59.19558803,10.57645398,NA,"28/08/2019","14:30:18","below water","","","","","",0.0457403361797333,0.0491420552134514,0.0380358584225178,0.0431132353842258,0.0459563061594963
"87",262,"drop cam",332,59.19547303,10.57660603,NA,"28/08/2019","14:31:56","below water","","","","","",0.0470901429653168,0.0562121421098709,0.0363246835768223,0.0414447002112865,0.0360915660858154
"88",263,"drop cam",333,59.19516298,10.57672103,NA,"28/08/2019","14:35:30","below water","","","","","",0.0461900569498539,0.0487713068723679,0.0373710766434669,0.0390133149921894,0.0380034819245338
"89",264,"drop cam",334,59.19468898,10.57688297,NA,"28/08/2019","14:37:47","below water","","","","","",0.045065850019455,0.0448082089424133,0.0294787064194679,0.0430869720876217,0.0368943847715855
"90",265,"drop cam",335,59.19406503,10.57712403,NA,"28/08/2019","14:39:52","below water","","","","","",NA,NA,NA,NA,NA
"91",266,"drop cam",336,59.19375398,10.57743399,NA,"28/08/2019","14:42:19","below water","","","","","",NA,NA,NA,NA,NA
"92",267,"drop cam",337,59.193283,10.57784798,NA,"28/08/2019","14:44:24","below water","","","","","",NA,NA,NA,NA,NA
"93",268,"drop cam",338,59.192607,10.57841602,NA,"28/08/2019","14:47:03","below water","","","","","",NA,NA,NA,NA,NA
"94",269,"drop cam",339,59.19177703,10.57875498,NA,"28/08/2019","14:48:38","below water","","","","","",NA,NA,NA,NA,NA
"95",270,"drop cam",340,59.19207199,10.57660603,NA,"28/08/2019","14:50:50","below water","","","","","",NA,NA,NA,NA,NA
"96",271,"drop cam",341,59.19290196,10.57595501,NA,"28/08/2019","14:54:15","below water","","","","","",NA,NA,NA,NA,NA
"97",272,"drop cam",342,59.194016,10.57544799,NA,"28/08/2019","14:56:29","below water","","","","","",0.0439754351973534,0.0508483462035656,0.0385708399116993,0.0384766831994057,0.0473754443228245
"98",273,"drop cam",343,59.19504697,10.574702,NA,"28/08/2019","14:58:25","below water","","","","","",0.0446420684456825,0.0451876223087311,0.0332670025527477,0.0361556112766266,0.0401913784444332
"99",274,"drop cam",344,59.19594501,10.57403496,NA,"28/08/2019","14:59:49","below water","","","","","",0.0450277589261532,0.0496154464781284,0.0336824432015419,0.0387533642351627,0.0382340550422668
"100",275,"drop cam",345,59.19672,10.57367002,NA,"28/08/2019","15:01:26","below water","","","","","",0.054275069385767,0.0597206801176071,0.0411627888679504,0.0458674989640713,0.0409223400056362
"101",276,"drop cam",346,59.19678798,10.573638,NA,"28/08/2019","15:02:05","below water","","","","","",0.0552917942404747,0.0637660473585129,0.0433358885347843,0.0468071699142456,0.0460840351879597
"102",277,"drop cam",347,59.19678999,10.57363699,NA,"28/08/2019","15:02:06","below water","","","","","",0.0574422851204872,0.0652061253786087,0.0468705780804157,0.0471889413893223,0.045174952596426
"103",278,"drop cam",348,59.19682603,10.57361403,NA,"28/08/2019","15:02:27","below water","","","","","",0.0535262040793896,0.0618601180613041,0.0458833836019039,0.0483111552894115,0.0437365137040615
"104",279,"drop cam",349,59.19706098,10.57338998,NA,"28/08/2019","15:03:00","below water","","","","","",0.0572431012988091,0.0606360174715519,0.0457561016082764,0.0484880656003952,0.046502809971571
"105",280,"drop cam",350,59.19757697,10.57297801,NA,"28/08/2019","15:04:39","below water","","","","","",0.0628260225057602,0.0793032720685005,0.0587717853486538,0.0639424473047256,0.0570883043110371
"106",281,"drop cam",351,59.19766297,10.57286301,NA,"28/08/2019","15:05:05","below water","","","","","",0.0561464056372643,0.0683156475424767,0.0600066334009171,0.0588169544935226,0.072652593255043
"107",282,"drop cam",352,59.19769004,10.57277701,NA,"28/08/2019","15:06:46","below water","","","","","",0.051635567098856,0.0714479312300682,0.17873278260231,0.0523467771708965,0.186498239636421
"108",283,"drop cam",353,59.19739097,10.57291397,NA,"28/08/2019","15:08:48","below water","","","","","",0.057292141020298,0.0685711279511452,0.0524101220071316,0.0569855682551861,0.0539987944066525
"109",284,"drop cam",354,59.19718503,10.57283199,NA,"28/08/2019","15:09:23","below water","","","","","",0.0529984794557095,0.061710387468338,0.0462593212723732,0.0493548065423965,0.047131534665823
"110",285,"drop cam",355,59.19939601,10.56895603,NA,"28/08/2019","15:12:54","below water","","","","","",0.0402999967336655,0.0440162569284439,0.0370067320764065,0.0314668081700802,0.0288355406373739
"111",286,"drop cam",356,59.19893199,10.569353,NA,"28/08/2019","15:14:07","below water","","","","","",0.0425498373806477,0.0447380244731903,0.0385246984660625,0.0362547747790813,0.0338219925761223
"112",287,"drop cam",357,59.19827099,10.569899,NA,"28/08/2019","15:15:40","below water","","","","","",0.0474768839776516,0.0509750172495842,0.0449414700269699,0.0438411049544811,0.0446252003312111
"113",288,"drop cam",358,59.19743003,10.57050099,NA,"28/08/2019","15:17:38","below water","","","","","",0.0472305119037628,0.0530030503869057,0.046815101057291,0.0423135049641132,0.0434301197528839
"114",289,"drop cam",359,59.19739701,10.57067801,NA,"28/08/2019","15:18:25","below water","","","","","",0.0479777008295059,0.0490742586553097,0.0439849719405174,0.0408283807337284,0.0429944656789303
"115",290,"drop cam",360,59.19659796,10.57136097,NA,"28/08/2019","15:20:11","below water","","","","","",0.0448953881859779,0.0483199469745159,0.0371802486479282,0.0384714528918266,0.0374374836683273
"116",291,"drop cam",361,59.19561996,10.57181602,NA,"28/08/2019","15:21:46","below water","","","","","",0.043459240347147,0.0477525480091572,0.0352262519299984,0.040226474404335,0.0379749238491058
"117",292,"drop cam",362,59.194476,10.57234601,NA,"28/08/2019","15:23:53","below water","","","","","",NA,NA,NA,NA,NA
"118",293,"drop cam",363,59.19318401,10.57302603,NA,"28/08/2019","15:26:25","below water","","","","","",NA,NA,NA,NA,NA
"119",294,"drop cam",364,59.19191097,10.57382902,NA,"28/08/2019","15:28:13","below water","","","","","",NA,NA,NA,NA,NA
"120",295,"drop cam",365,59.19101302,10.57447401,NA,"28/08/2019","15:30:39","below water","","","","","",NA,NA,NA,NA,NA
"121",296,"drop cam",367,59.20192701,10.56546003,NA,"28/08/2019","15:49:43","below water","","","","","",0.039861649274826,0.0447186380624771,0.0329959057271481,0.0339474529027939,0.0335008129477501
"122",297,"drop cam",368,59.20191997,10.56594802,NA,"28/08/2019","15:53:31","below water","","","","","",0.0375618040561676,0.0423812307417393,0.0330795682966709,0.035176508128643,0.034274835139513
"123",298,"drop cam",369,59.20158301,10.56600602,NA,"28/08/2019","15:54:56","below water","","","","","",0.0405881814658642,0.0434917211532593,0.0346237868070602,0.0327085182070732,0.033079132437706
"124",299,"drop cam",370,59.201653,10.56592497,NA,"28/08/2019","15:55:45","below water","","","","","",0.0397956408560276,0.0437485761940479,0.0335471332073212,0.0312583483755589,0.0333927758038044
"125",300,"drop cam",371,59.20170598,10.56590603,NA,"28/08/2019","15:55:57","below water","","","","","",0.0395748689770699,0.0439725108444691,0.0348145514726639,0.0335481874644756,0.0319321639835835
"126",301,"drop cam",372,59.20129099,10.565974,NA,"28/08/2019","15:57:07","below water","","","","","",0.0423810444772243,0.0449790991842747,0.0334740579128265,0.0323539413511753,0.0337905436754227
"127",302,"drop cam",373,59.20075798,10.56611901,NA,"28/08/2019","15:58:21","below water","","","","","",0.0409413576126099,0.042574979364872,0.0317293368279934,0.0353186391294003,0.0330471023917198
"128",303,"drop cam",374,59.20028298,10.56636997,NA,"28/08/2019","16:00:28","below water","","","","","",0.0408945083618164,0.043585792183876,0.0347805954515934,0.0340465269982815,0.0334403291344643
"129",304,"drop cam",375,59.199654,10.566765,NA,"28/08/2019","16:01:36","below water","","","","","",0.0442967526614666,0.0460564345121384,0.0348768495023251,0.0361549220979214,0.0321656875312328
"130",305,"drop cam",376,59.19933599,10.56671698,NA,"28/08/2019","16:03:09","below water","","","","","",0.0439261794090271,0.0466352850198746,0.043938834220171,0.035906296223402,0.0425061509013176
"131",306,"drop cam",377,59.19875404,10.56698897,NA,"28/08/2019","16:06:29","below water","","","","","",0.049605380743742,0.0531256161630154,0.0474774241447449,0.0458901599049568,0.0432192347943783
"132",307,"drop cam",378,59.19836604,10.567224,NA,"28/08/2019","16:08:19","below water","","","","","",0.0509904287755489,0.0617140755057335,0.0461501926183701,0.0472822524607182,0.0439778827130795
"133",308,"drop cam",379,59.19800604,10.56723699,NA,"28/08/2019","16:10:43","below water","","","","","",0.0484853684902191,0.072299487888813,0.152591034770012,0.0481102503836155,0.159331634640694
"134",309,"drop cam",380,59.19797704,10.567297,NA,"28/08/2019","16:11:23","below water","","","","","",0.0493129678070545,0.0597682744264603,0.0481032878160477,0.0479085892438889,0.057445801794529
"135",310,"drop cam",381,59.19814099,10.56704303,NA,"28/08/2019","16:13:55","below water","","","","","",0.0522841848433018,0.0608660690486431,0.0528555475175381,0.0504171177744865,0.0493740402162075
"136",311,"drop cam",383,59.19809103,10.56706499,NA,"28/08/2019","16:15:04","below water","","","","","",0.0534236691892147,0.0657623931765556,0.0532641783356667,0.0514476783573627,0.050322700291872
"137",312,"drop cam",384,59.19802599,10.56718301,NA,"28/08/2019","16:15:58","below water","","","","","",0.0485710166394711,0.0812374874949455,0.181891486048698,0.0497479140758514,0.190947741270065
"138",313,"drop cam",385,59.19774997,10.56733598,NA,"28/08/2019","16:17:31","below water","","","","","",0.0472306534647942,0.0519117899239063,0.0462920218706131,0.0457529462873936,0.0436859466135502
"139",314,"drop cam",386,59.19765098,10.56727597,NA,"28/08/2019","16:18:55","below water","","","","","",0.0468810833990574,0.054463442414999,0.0473376698791981,0.0443059206008911,0.0405756719410419
"140",315,"drop cam",387,59.19767696,10.56741402,NA,"28/08/2019","16:19:26","below water","","","","","",0.0463518649339676,0.0590350702404976,0.0460423715412617,0.0441523157060146,0.0424567647278309
"141",316,"drop cam",388,59.19731604,10.567771,NA,"28/08/2019","16:21:01","below water","","","","","",0.043903324753046,0.0484588630497456,0.0423522628843784,0.0407349430024624,0.0399956405162811
"142",317,"drop cam",389,59.19684003,10.56801701,NA,"28/08/2019","16:22:23","below water","","","","","",0.0446066558361053,0.0504876412451267,0.0389442257583141,0.0408881790935993,0.042776208370924
