"","ID","type","WP..RTK.GPS.","latitude","longitude","Atltitude..m.","date..GPS.","time..GPS.","Environ","Sp01","Sp02","Sp03","Sp04","Sp04_la","bolaerne.blue","bolaerne.green.","bolaerne.nir","bolaerne.red.","bolaerne.red.edge"
"143",318,"drop cam",390,59.19663501,10.56820996,NA,"28/08/2019","16:24:09","below water","","","","","",0.0427903011441231,0.0520802699029446,0.0515520647168159,0.0419891998171806,0.0855418518185616
"144",319,"drop cam",391,59.19645597,10.56809999,NA,"28/08/2019","16:25:30","below water","","","","","",0.0430780500173569,0.0750188603997231,0.262926071882248,0.0428215153515339,0.201088964939117
"145",320,"drop cam",392,59.19614601,10.56833703,NA,"28/08/2019","16:28:08","below water","","","","","",0.0420840941369534,0.0497548915445805,0.0376790724694729,0.0402890220284462,0.0388970784842968
"146",321,"drop cam",393,59.19594903,10.56837601,NA,"28/08/2019","16:29:15","below water","","","","","",0.0443604215979576,0.0566302761435509,0.0399381294846535,0.0411629527807236,0.0363286174833775
"147",322,"drop cam",394,59.19554302,10.56855496,NA,"28/08/2019","16:30:21","below water","","","","","",0.041203498840332,0.0449587032198906,0.0424763225018978,0.0382196307182312,0.0364009141921997
"148",323,"drop cam",395,59.19478303,10.56896299,NA,"28/08/2019","16:31:56","below water","","","","","",0.0430945716798306,0.0466512404382229,0.0436956621706486,0.0371350422501564,0.0369976833462715
"149",324,"drop cam",396,59.19390997,10.56946004,NA,"28/08/2019","16:33:36","below water","","","","","",0.039923895150423,0.043011512607336,0.033892810344696,0.0326153002679348,0.0338803865015507
"150",325,"drop cam",397,59.19335098,10.56964704,NA,"28/08/2019","16:34:57","below water","","","","","",0.0424626730382442,0.0444990135729313,0.0335708074271679,0.0356547459959984,0.0348081141710281
"151",326,"drop cam",398,59.19285603,10.569713,NA,"28/08/2019","16:36:09","below water","","","","","",0.0455269552767277,0.048805695027113,0.0348495356738567,0.0387984178960323,0.037580743432045
"152",327,"drop cam",399,59.19215597,10.56997703,NA,"28/08/2019","16:37:40","below water","","","","","",NA,NA,NA,NA,NA
"153",328,"drop cam",400,59.19128903,10.570432,NA,"28/08/2019","16:39:42","below water","","","","","",NA,NA,NA,NA,NA
"154",329,"drop cam",401,59.19033802,10.57149198,NA,"28/08/2019","16:41:31","below water","","","","","",NA,NA,NA,NA,NA
"155",330,"drop cam",402,59.18973402,10.57339199,NA,"28/08/2019","16:44:09","below water","","","","","",NA,NA,NA,NA,NA
"156",331,"drop cam",411,59.20826398,10.56611197,NA,"30/08/2019","09:56:26","below water","","","","","",NA,NA,NA,NA,NA
"157",332,"drop cam",412,59.20824504,10.56598197,NA,"30/08/2019","09:58:47","below water","","","","","",NA,NA,NA,NA,NA
"158",333,"drop cam",413,59.20829097,10.56586202,NA,"30/08/2019","10:00:02","below water","","","","","",NA,NA,NA,NA,NA
"159",334,"drop cam",414,59.20830203,10.56586202,NA,"30/08/2019","10:00:35","below water","","","","","",NA,NA,NA,NA,NA
"160",335,"drop cam",415,59.20830597,10.56620803,NA,"30/08/2019","10:01:45","below water","","","","","",NA,NA,NA,NA,NA
"161",336,"drop cam",416,59.20835199,10.56638103,NA,"30/08/2019","10:03:09","below water","","","","","",NA,NA,NA,NA,NA
"162",337,"drop cam",417,59.20848099,10.566606,NA,"30/08/2019","10:04:15","below water","","","","","",NA,NA,NA,NA,NA
"163",338,"drop cam",418,59.20860797,10.56677397,NA,"30/08/2019","10:05:43","below water","","","","","",NA,NA,NA,NA,NA
"164",339,"drop cam",419,59.208756,10.56701001,NA,"30/08/2019","10:07:35","below water","","","","","",NA,NA,NA,NA,NA
"165",340,"drop cam",420,59.20892296,10.56714001,NA,"30/08/2019","10:08:47","below water","","","","","",NA,NA,NA,NA,NA
"166",341,"drop cam",421,59.20912396,10.56733204,NA,"30/08/2019","10:09:44","below water","","","","","",NA,NA,NA,NA,NA
"167",342,"drop cam",422,59.20926101,10.56773999,NA,"30/08/2019","10:11:08","below water","","","","","",NA,NA,NA,NA,NA
"168",343,"drop cam",423,59.20946603,10.56819102,NA,"30/08/2019","10:13:12","below water","","","","","",NA,NA,NA,NA,NA
"169",344,"drop cam",424,59.20975797,10.56883601,NA,"30/08/2019","10:14:54","below water","","","","","",NA,NA,NA,NA,NA
"170",345,"drop cam",425,59.21025099,10.56977998,NA,"30/08/2019","10:16:42","below water","","","","","",NA,NA,NA,NA,NA
"171",346,"drop cam",426,59.21073203,10.56887498,NA,"30/08/2019","10:18:14","below water","","","","","",NA,NA,NA,NA,NA
"172",347,"drop cam",427,59.21019902,10.56787896,NA,"30/08/2019","10:19:49","below water","","","","","",NA,NA,NA,NA,NA
"173",348,"drop cam",428,59.209763,10.56737202,NA,"30/08/2019","10:21:49","below water","","","","","",NA,NA,NA,NA,NA
"174",349,"drop cam",429,59.20942797,10.56708301,NA,"30/08/2019","10:23:27","below water","","","","","",NA,NA,NA,NA,NA
"175",350,"drop cam",430,59.20909999,10.56655998,NA,"30/08/2019","10:24:46","below water","","","","","",NA,NA,NA,NA,NA
"176",351,"drop cam",431,59.20931004,10.56674397,NA,"30/08/2019","10:26:22","below water","","","","","",NA,NA,NA,NA,NA
"177",352,"drop cam",432,59.208929,10.56634901,NA,"30/08/2019","10:27:32","below water","","","","","",NA,NA,NA,NA,NA
"178",353,"drop cam",434,59.20869598,10.56600602,NA,"30/08/2019","10:30:19","below water","","","","","",NA,NA,NA,NA,NA
"179",354,"drop cam",435,59.20874401,10.56595003,NA,"30/08/2019","10:31:10","below water","","","","","",NA,NA,NA,NA,NA
"180",355,"drop cam",436,59.20846799,10.56564602,NA,"30/08/2019","10:32:54","below water","","","","","",NA,NA,NA,NA,NA
"181",356,"drop cam",437,59.20849004,10.56561702,NA,"30/08/2019","10:33:44","below water","","","","","",NA,NA,NA,NA,NA
"182",357,"drop cam",438,59.20832198,10.56544201,NA,"30/08/2019","10:34:30","below water","","","","","",NA,NA,NA,NA,NA
"183",358,"drop cam",439,59.20886999,10.56671304,NA,"30/08/2019","10:38:19","below water","","","","","",NA,NA,NA,NA,NA
"184",359,"drop cam",440,59.20920099,10.56730597,NA,"30/08/2019","10:39:45","below water","","","","","",NA,NA,NA,NA,NA
"185",360,"drop cam",441,59.21103403,10.56757604,NA,"30/08/2019","10:42:27","below water","","","","","",NA,NA,NA,NA,NA
"186",361,"drop cam",442,59.21044202,10.56725803,NA,"30/08/2019","10:44:07","below water","","","","","",NA,NA,NA,NA,NA
"187",362,"drop cam",443,59.21014898,10.56700196,NA,"30/08/2019","10:46:17","below water","","","","","",NA,NA,NA,NA,NA
"188",363,"drop cam",444,59.20967096,10.56632504,NA,"30/08/2019","10:48:02","below water","","","","","",NA,NA,NA,NA,NA
"189",364,"drop cam",445,59.20914701,10.56558198,NA,"30/08/2019","10:49:42","below water","","","","","",NA,NA,NA,NA,NA
"190",365,"drop cam",446,59.20910401,10.56568801,NA,"30/08/2019","10:50:38","below water","","","","","",NA,NA,NA,NA,NA
"191",366,"drop cam",447,59.20892204,10.56520597,NA,"30/08/2019","10:51:36","below water","","","","","",NA,NA,NA,NA,NA
"192",367,"drop cam",448,59.20877896,10.56505099,NA,"30/08/2019","10:53:03","below water","","","","","",NA,NA,NA,NA,NA
"193",368,"drop cam",449,59.20877804,10.56500598,NA,"30/08/2019","10:53:38","below water","","","","","",NA,NA,NA,NA,NA
"194",369,"drop cam",450,59.20880704,10.56501897,NA,"30/08/2019","10:54:09","below water","","","","","",NA,NA,NA,NA,NA
"195",370,"drop cam",451,59.21150501,10.566864,NA,"30/08/2019","11:09:38","below water","","","","","",NA,NA,NA,NA,NA
"196",371,"drop cam",452,59.21113696,10.56596403,NA,"30/08/2019","11:11:41","below water","","","","","",NA,NA,NA,NA,NA
"197",372,"drop cam",453,59.21083496,10.565456,NA,"30/08/2019","11:13:37","below water","","","","","",NA,NA,NA,NA,NA
"198",373,"drop cam",454,59.21031402,10.56503699,NA,"30/08/2019","11:15:20","below water","","","","","",NA,NA,NA,NA,NA
"199",374,"drop cam",455,59.21002703,10.564938,NA,"30/08/2019","11:17:01","below water","","","","","",NA,NA,NA,NA,NA
"200",375,"drop cam",456,59.209706,10.56458001,NA,"30/08/2019","11:19:00","below water","","","","","",NA,NA,NA,NA,NA
"201",376,"drop cam",457,59.20942797,10.56437801,NA,"30/08/2019","11:20:58","below water","","","","","",NA,NA,NA,NA,NA
"202",377,"drop cam",458,59.20957197,10.56480699,NA,"30/08/2019","11:22:21","below water","","","","","",NA,NA,NA,NA,NA
"203",378,"drop cam",459,59.20974498,10.56572397,NA,"30/08/2019","11:23:48","below water","","","","","",NA,NA,NA,NA,NA
"204",379,"drop cam",460,59.210439,10.56654297,NA,"30/08/2019","11:27:24","below water","","","","","",NA,NA,NA,NA,NA
"205",380,"drop cam",461,59.20995997,10.57183203,NA,"30/08/2019","11:29:45","below water","","","","","",NA,NA,NA,NA,NA
"206",381,"drop cam",462,59.20972704,10.57132803,NA,"30/08/2019","11:31:42","below water","","","","","",NA,NA,NA,NA,NA
"207",382,"drop cam",463,59.20950601,10.57077298,NA,"30/08/2019","11:34:08","below water","","","","","",NA,NA,NA,NA,NA
"208",383,"drop cam",464,59.20941196,10.57025699,NA,"30/08/2019","11:35:21","below water","","","","","",NA,NA,NA,NA,NA
"209",384,"drop cam",465,59.20926503,10.56980101,NA,"30/08/2019","11:36:49","below water","","","","","",NA,NA,NA,NA,NA
"210",385,"drop cam",466,59.20908499,10.56934403,NA,"30/08/2019","11:38:13","below water","","","","","",NA,NA,NA,NA,NA
"211",386,"drop cam",467,59.20904601,10.56905603,NA,"30/08/2019","11:40:01","below water","","","","","",NA,NA,NA,NA,NA
"212",387,"drop cam",468,59.20905104,10.56878404,NA,"30/08/2019","11:43:18","below water","","","","","",NA,NA,NA,NA,NA
"213",388,"drop cam",469,59.20912597,10.56888797,NA,"30/08/2019","11:44:54","below water","","","","","",NA,NA,NA,NA,NA
"214",389,"drop cam",470,59.20944197,10.56747302,NA,"30/08/2019","11:46:07","below water","","","","","",NA,NA,NA,NA,NA
