"cell","x","y","catmap","man_cat","IDpoint",".id","blue","green","nir","rededge","red"
112277876,608326.947095,6547099.958155,2,"Grass",4,4,0.0360838770866394,0.0867183357477188,0.408782154321671,0.21687576174736,0.0614082477986813
112277876,608326.947095,6547099.958155,2,"Grass",4,4,0.0347589366137981,0.0795554295182228,0.399650901556015,0.210773676633835,0.0633833780884743
112277876,608326.947095,6547099.958155,2,"Grass",4,4,0.0381651930510998,0.0833994150161743,0.403436958789825,0.216054007411003,0.0728100687265396
112277876,608326.947095,6547099.958155,2,"Grass",4,4,0.0361839048564434,0.075757272541523,0.365937083959579,0.198777437210083,0.0626218914985657
112277876,608326.947095,6547099.958155,2,"Grass",4,4,0.0353909730911255,0.0784210115671158,0.392085492610931,0.206535145640373,0.0615663826465607
112277876,608326.947095,6547099.958155,2,"Grass",4,4,0.0360437482595444,0.0856935977935791,0.418086379766464,0.217275738716125,0.0657147169113159
112277876,608326.947095,6547099.958155,2,"Grass",4,4,0.0388863943517208,0.087859220802784,0.433657288551331,0.226193442940712,0.0738066509366035
112277876,608326.947095,6547099.958155,2,"Grass",4,4,0.0426548235118389,0.0953315123915672,0.426637291908264,0.229295179247856,0.0819054767489433
112277876,608326.947095,6547099.958155,2,"Grass",4,4,0.0358584374189377,0.0735303163528442,0.350073903799057,0.187246263027191,0.0653845071792603
112277876,608326.947095,6547099.958155,2,"Grass",4,4,0.0353537388145924,0.0768499001860619,0.392144948244095,0.204247742891312,0.064505822956562
112277876,608326.947095,6547099.958155,2,"Grass",4,4,0.0364656932651997,0.0812203511595726,0.425780087709427,0.215266495943069,0.0636223256587982
112277876,608326.947095,6547099.958155,2,"Grass",4,4,0.0377564169466496,0.0877240374684334,0.43647488951683,0.222213074564934,0.0706187859177589
112277876,608326.947095,6547099.958155,2,"Grass",4,4,0.0385607592761517,0.0886492058634758,0.428227186203003,0.223915085196495,0.0739523470401764
112277876,608326.947095,6547099.958155,2,"Grass",4,4,0.0373141095042229,0.0776642635464668,0.381196439266205,0.198943823575974,0.069505013525486
112277876,608326.947095,6547099.958155,2,"Grass",4,4,0.0371727757155895,0.0797272399067879,0.410058885812759,0.212013348937035,0.0646369829773903
112277876,608326.947095,6547099.958155,2,"Grass",4,4,0.0365340746939182,0.0821316465735435,0.428086370229721,0.220596015453339,0.0678492337465286
50207277,607945.647845,6547572.269405,2,"Shrubs",5,5,0.0296312049031258,0.0474780276417732,0.182949259877205,0.0960806310176849,0.044250525534153
50207277,607945.647845,6547572.269405,2,"Shrubs",5,5,0.0280124023556709,0.0476572550833225,0.199001237750053,0.106720678508282,0.0415657609701157
50207277,607945.647845,6547572.269405,2,"Shrubs",5,5,0.0300531405955553,0.054485060274601,0.2573401927948,0.132137522101402,0.0434367209672928
50207277,607945.647845,6547572.269405,2,"Shrubs",5,5,0.0338106006383896,0.073640838265419,0.332161039113998,0.173250019550323,0.0501874797046185
50207277,607945.647845,6547572.269405,2,"Shrubs",5,5,0.0360159575939178,0.0480965189635754,0.171301394701004,0.103787556290627,0.0521726123988628
50207277,607945.647845,6547572.269405,2,"Shrubs",5,5,0.0307819340378046,0.0495758838951588,0.18633796274662,0.107084885239601,0.0470722280442715
50207277,607945.647845,6547572.269405,2,"Shrubs",5,5,0.0308509673923254,0.0554962493479252,0.256472319364548,0.135374486446381,0.0458660535514355
50207277,607945.647845,6547572.269405,2,"Shrubs",5,5,0.0340627580881119,0.0811864957213402,0.334415465593338,0.189380943775177,0.0515002049505711
50207277,607945.647845,6547572.269405,2,"Shrubs",5,5,0.0352933406829834,0.0528987199068069,0.15795324742794,0.0966747179627419,0.0521082282066345
50207277,607945.647845,6547572.269405,2,"Shrubs",5,5,0.0317286066710949,0.0527386479079723,0.173046410083771,0.104173108935356,0.0478800870478153
50207277,607945.647845,6547572.269405,2,"Shrubs",5,5,0.0299919582903385,0.0545037053525448,0.220351442694664,0.124408468604088,0.0456699468195438
50207277,607945.647845,6547572.269405,2,"Shrubs",5,5,0.0300237685441971,0.0674907565116882,0.281432032585144,0.158308938145638,0.0477075353264809
50207277,607945.647845,6547572.269405,2,"Shrubs",5,5,0.0343988724052906,0.0506386160850525,0.18489782512188,0.10584918409586,0.0495799779891968
50207277,607945.647845,6547572.269405,2,"Shrubs",5,5,0.0299663878977299,0.0549052134156227,0.206744253635406,0.118021294474602,0.0470702163875103
50207277,607945.647845,6547572.269405,2,"Shrubs",5,5,0.0278758779168129,0.0584587305784225,0.250225037336349,0.140273898839951,0.0430098250508308
122854518,608461.227095,6547019.483405,2,"Shrubs",6,6,0.0282276775687933,0.068842276930809,0.437284171581268,0.194587677717209,0.0376367568969727
122854518,608461.227095,6547019.483405,2,"Shrubs",6,6,0.0306715611368418,0.0776776149868965,0.435851842164993,0.191759169101715,0.0346972830593586
122854518,608461.227095,6547019.483405,2,"Shrubs",6,6,0.032768502831459,0.0790568515658379,0.42690122127533,0.18706601858139,0.0365432761609554
122854518,608461.227095,6547019.483405,2,"Shrubs",6,6,0.0337133668363094,0.0843500867486,0.436487883329391,0.192180126905441,0.0372047238051891
122854518,608461.227095,6547019.483405,2,"Shrubs",6,6,0.0331818908452988,0.0799913853406906,0.445897310972214,0.191148295998573,0.0404547527432442
122854518,608461.227095,6547019.483405,2,"Shrubs",6,6,0.0299454126507044,0.0797422677278519,0.43296018242836,0.191233545541763,0.0399864315986633
122854518,608461.227095,6547019.483405,2,"Shrubs",6,6,0.0365627147257328,0.0862899199128151,0.45050722360611,0.203282654285431,0.0435992293059826
122854518,608461.227095,6547019.483405,2,"Shrubs",6,6,0.0411308221518993,0.0906604081392288,0.462677806615829,0.200171262025833,0.0498856157064438
122854518,608461.227095,6547019.483405,2,"Shrubs",6,6,0.0433017313480377,0.0987398773431778,0.469032734632492,0.209631025791168,0.0582622885704041
122854518,608461.227095,6547019.483405,2,"Shrubs",6,6,0.0428557954728603,0.0924126580357552,0.462768912315369,0.201628088951111,0.058533038944006
122854518,608461.227095,6547019.483405,2,"Shrubs",6,6,0.0398018285632133,0.0876499637961388,0.431140333414078,0.214298754930496,0.0588854365050793
122854518,608461.227095,6547019.483405,2,"Shrubs",6,6,0.0451784394681454,0.088239349424839,0.411626935005188,0.21595972776413,0.0666339173913002
122854518,608461.227095,6547019.483405,2,"Shrubs",6,6,0.0478971786797047,0.092846654355526,0.408769458532333,0.218659847974777,0.0681941285729408
122854518,608461.227095,6547019.483405,2,"Shrubs",6,6,0.0450852140784264,0.0893709287047386,0.417025864124298,0.227607026696205,0.0663732215762138
122854518,608461.227095,6547019.483405,2,"Shrubs",6,6,0.0436841361224651,0.091079406440258,0.368874043226242,0.213608354330063,0.0690334662795067
122854518,608461.227095,6547019.483405,2,"Shrubs",6,6,0.0441382601857185,0.0899854078888893,0.367964297533035,0.214239433407784,0.0660676807165146
113884083,608413.949345,6547087.742405,2,"Heather",7,7,0.0267125405371189,0.0579651817679405,0.281716227531433,0.142313465476036,0.0455685406923294
113884083,608413.949345,6547087.742405,2,"Heather",7,7,0.0260435994714499,0.0500931069254875,0.259213417768478,0.145945161581039,0.0427341498434544
113884083,608413.949345,6547087.742405,2,"Heather",7,7,0.0254516638815403,0.0475692711770535,0.249134555459023,0.142787143588066,0.0473284386098385
113884083,608413.949345,6547087.742405,2,"Heather",7,7,0.0298224817961454,0.0552975796163082,0.28176948428154,0.149347364902496,0.0509152188897133
113884083,608413.949345,6547087.742405,2,"Heather",7,7,0.0278791878372431,0.0510532483458519,0.271641254425049,0.144667476415634,0.0456038415431976
113884083,608413.949345,6547087.742405,2,"Heather",7,7,0.0269756205379963,0.0464311651885509,0.267042070627213,0.140009224414825,0.0429210588335991
113884083,608413.949345,6547087.742405,2,"Heather",7,7,0.0271872449666262,0.0466452464461327,0.284179031848907,0.146253734827042,0.0447392947971821
113884083,608413.949345,6547087.742405,2,"Heather",7,7,0.0296722389757633,0.0606321096420288,0.29303964972496,0.158905938267708,0.0409743785858154
113884083,608413.949345,6547087.742405,2,"Heather",7,7,0.0281147789210081,0.0563586503267288,0.260653883218765,0.147606164216995,0.0407977178692818
113884083,608413.949345,6547087.742405,2,"Heather",7,7,0.0254529342055321,0.0520086735486984,0.257899731397629,0.141465917229652,0.0364151522517204
113884083,608413.949345,6547087.742405,2,"Heather",7,7,0.0242821797728539,0.0516693480312824,0.280157268047333,0.144563019275665,0.0365349762141705
113884083,608413.949345,6547087.742405,2,"Heather",7,7,0.0276407990604639,0.0560717768967152,0.299233049154282,0.140625551342964,0.0391548573970795
113884083,608413.949345,6547087.742405,2,"Heather",7,7,0.0267707351595163,0.0560340993106365,0.282105684280396,0.14977553486824,0.0380995124578476
113884083,608413.949345,6547087.742405,2,"Heather",7,7,0.0260573662817478,0.0567808076739311,0.287118226289749,0.156029537320137,0.0371090322732925
81690281,608176.721345,6547332.710155,3,"Shrubs",8,8,0.0178998801857233,0.0413187481462955,0.22943052649498,0.0983740761876106,0.0208898596465588
81690281,608176.721345,6547332.710155,3,"Shrubs",8,8,0.0190175417810678,0.0394762828946114,0.238540098071098,0.0955949649214745,0.0186095871031284
81690281,608176.721345,6547332.710155,3,"Shrubs",8,8,0.0142765184864402,0.0283029321581125,0.175712049007416,0.0703796669840813,0.0181163102388382
81690281,608176.721345,6547332.710155,3,"Shrubs",8,8,0.0151761332526803,0.0318531729280949,0.17754952609539,0.0694931447505951,0.0180624015629292
81690281,608176.721345,6547332.710155,3,"Shrubs",8,8,0.0151487737894058,0.027629179880023,0.168134674429893,0.0615198984742165,0.0171823482960463
81690281,608176.721345,6547332.710155,3,"Shrubs",8,8,0.0142992055043578,0.0308839809149504,0.166495874524117,0.0619465932250023,0.0191181730479002
81690281,608176.721345,6547332.710155,3,"Shrubs",8,8,0.0118371741846204,0.0222109034657478,0.139888018369675,0.0481878407299519,0.0138991726562381
81690281,608176.721345,6547332.710155,3,"Shrubs",8,8,0.0120675219222903,0.0234736725687981,0.143211081624031,0.0512525141239166,0.014632735401392
81690281,608176.721345,6547332.710155,3,"Shrubs",8,8,0.0117009971290827,0.0195689592510462,0.140812635421753,0.0474894605576992,0.0152367474511266
81690281,608176.721345,6547332.710155,3,"Shrubs",8,8,0.0111306058242917,0.0214825551956892,0.135406300425529,0.0462973155081272,0.0141098629683256
81690281,608176.721345,6547332.710155,3,"Shrubs",8,8,0.0106634143739939,0.0178748741745949,0.13244903087616,0.0462965071201324,0.00931529048830271
81690281,608176.721345,6547332.710155,3,"Shrubs",8,8,0.0107812862843275,0.0182834137231112,0.13309533894062,0.0495102368295193,0.0120491534471512
81690281,608176.721345,6547332.710155,3,"Shrubs",8,8,0.0108128283172846,0.0196994915604591,0.144061654806137,0.0521772056818008,0.0100426450371742
81690281,608176.721345,6547332.710155,3,"Shrubs",8,8,0.0116699021309614,0.0190925784409046,0.141251310706139,0.0516405999660492,0.00965253636240959
81690281,608176.721345,6547332.710155,3,"Shrubs",8,8,0.011317771859467,0.0213501285761595,0.137010261416435,0.0476106032729149,0.0109599102288485
81690281,608176.721345,6547332.710155,3,"Shrubs",8,8,0.0126647027209401,0.0239302888512611,0.153126806020737,0.0543524473905563,0.0108163841068745
84643594,608185.953095,6547310.236905,3,"Shrubs",9,9,0.0196141246706247,0.0374330915510654,0.133586660027504,0.0939464047551155,0.028878154233098
84643594,608185.953095,6547310.236905,3,"Shrubs",9,9,0.0181254018098116,0.0339320078492165,0.136325880885124,0.0841636061668396,0.0238064676523209
84643594,608185.953095,6547310.236905,3,"Shrubs",9,9,0.0217461567372084,0.0529434010386467,0.155717194080353,0.11786463111639,0.0353434719145298
84643594,608185.953095,6547310.236905,3,"Shrubs",9,9,0.0194167643785477,0.0422076173126698,0.141927599906921,0.0961982607841492,0.0301073547452688
84643594,608185.953095,6547310.236905,3,"Shrubs",9,9,0.0180483851581812,0.0328117534518242,0.137734085321426,0.0839541405439377,0.0245313476771116
84643594,608185.953095,6547310.236905,3,"Shrubs",9,9,0.0146598089486361,0.02872708812356,0.14164574444294,0.0743308663368225,0.0193251334130764
84643594,608185.953095,6547310.236905,3,"Shrubs",9,9,0.022383676841855,0.0526433140039444,0.154830515384674,0.123590625822544,0.0349047295749187
84643594,608185.953095,6547310.236905,3,"Shrubs",9,9,0.0202451795339584,0.0463027395308018,0.148047342896461,0.114523403346539,0.0308798160403967
84643594,608185.953095,6547310.236905,3,"Shrubs",9,9,0.0194674227386713,0.0382560603320599,0.143734157085419,0.0974685996770859,0.0270436052232981
84643594,608185.953095,6547310.236905,3,"Shrubs",9,9,0.0173893682658672,0.0322209894657135,0.14921373128891,0.0868529230356216,0.0230773407965899
84643594,608185.953095,6547310.236905,3,"Shrubs",9,9,0.0194826778024435,0.0461797825992107,0.138607919216156,0.101151525974274,0.0311695449054241
84643594,608185.953095,6547310.236905,3,"Shrubs",9,9,0.0183382164686918,0.0457001253962517,0.139156401157379,0.0983925461769104,0.0280332826077938
84643594,608185.953095,6547310.236905,3,"Shrubs",9,9,0.0177648887038231,0.0408681593835354,0.132001876831055,0.092795804142952,0.0246852301061153
84643594,608185.953095,6547310.236905,3,"Shrubs",9,9,0.0186226200312376,0.0383027456700802,0.148782148957253,0.0920166745781898,0.0225879661738873
84643594,608185.953095,6547310.236905,3,"Shrubs",9,9,0.0142403654754162,0.036538191139698,0.124452255666256,0.0746949315071106,0.0198599044233561
84643594,608185.953095,6547310.236905,3,"Shrubs",9,9,0.014963086694479,0.0342794358730316,0.104261562228203,0.0738256424665451,0.0192463099956512
80953232,608008.032095,6547338.305155,3,"Shrubs",10,10,0.0202110931277275,0.0348592661321163,0.140450164675713,0.0732337236404419,0.0350680202245712
80953232,608008.032095,6547338.305155,3,"Shrubs",10,10,0.0241162236779928,0.0408522561192513,0.225331231951714,0.103466413915157,0.0331784598529339
80953232,608008.032095,6547338.305155,3,"Shrubs",10,10,0.0210475381463766,0.0360747464001179,0.160358488559723,0.0728602856397629,0.0372348204255104
80953232,608008.032095,6547338.305155,3,"Shrubs",10,10,0.0275858733803034,0.0377818420529366,0.1377994120121,0.0666436553001404,0.035700760781765
80953232,608008.032095,6547338.305155,3,"Shrubs",10,10,0.0231260769069195,0.0468169264495373,0.257727473974228,0.10123186558485,0.0228718835860491
80953232,608008.032095,6547338.305155,3,"Shrubs",10,10,0.0228971019387245,0.0342698954045773,0.231528073549271,0.0868688002228737,0.0254401545971632
80953232,608008.032095,6547338.305155,3,"Shrubs",10,10,0.0214360859245062,0.0328622050583363,0.157661855220795,0.0677200853824615,0.0303935818374157
80953232,608008.032095,6547338.305155,3,"Shrubs",10,10,0.0267840437591076,0.034828394651413,0.128169178962708,0.0572239980101585,0.033490777015686
80953232,608008.032095,6547338.305155,3,"Shrubs",10,10,0.0275679416954517,0.0399743840098381,0.131331846117973,0.0698200538754463,0.0335007011890411
80953232,608008.032095,6547338.305155,3,"Shrubs",10,10,0.0172321703284979,0.0297031290829182,0.184895291924477,0.0724823325872421,0.0209135171025991
80953232,608008.032095,6547338.305155,3,"Shrubs",10,10,0.0187402460724115,0.0333793237805367,0.132023125886917,0.060375988483429,0.0253480654209852
80953232,608008.032095,6547338.305155,3,"Shrubs",10,10,0.0240059997886419,0.0362561456859112,0.120157301425934,0.0610396713018417,0.0311743132770061
80953232,608008.032095,6547338.305155,3,"Shrubs",10,10,0.0243106577545404,0.0397090949118137,0.125999122858047,0.0695968195796013,0.0332356803119183
80953232,608008.032095,6547338.305155,3,"Shrubs",10,10,0.0177489258348942,0.0383169464766979,0.147818595170975,0.0747207030653954,0.0221478678286076
80953232,608008.032095,6547338.305155,3,"Shrubs",10,10,0.0228836089372635,0.0401359833776951,0.116415604948997,0.0639548674225807,0.0295062027871609
80953232,608008.032095,6547338.305155,3,"Shrubs",10,10,0.0287189241498709,0.0395075269043446,0.125061869621277,0.072799526154995,0.0352389812469482
57698145,608288.248345,6547515.293655,3,"Sand",11,11,0.0156330298632383,0.0184825491160154,0.0202511418610811,0.012219519354403,0.013944529928267
57698145,608288.248345,6547515.293655,3,"Sand",11,11,0.0156046934425831,0.0190666876733303,0.0202457439154387,0.0123669244349003,0.0136814275756478
57698145,608288.248345,6547515.293655,3,"Sand",11,11,0.0156160853803158,0.0184554066509008,0.0215420611202717,0.012075356207788,0.0130669232457876
57698145,608288.248345,6547515.293655,3,"Sand",11,11,0.0155522022396326,0.0204030219465494,0.0202681794762611,0.01265764888376,0.0147311436012387
57698145,608288.248345,6547515.293655,3,"Sand",11,11,0.0157154835760593,0.0206503886729479,0.0216164980083704,0.0125009277835488,0.0146963223814964
57698145,608288.248345,6547515.293655,3,"Sand",11,11,0.0154840219765902,0.0199558939784765,0.0209957417100668,0.0119764776900411,0.0141578707844019
57698145,608288.248345,6547515.293655,3,"Sand",11,11,0.0152765801176429,0.018606960773468,0.0198361426591873,0.0130699910223484,0.0130949961021543
57698145,608288.248345,6547515.293655,3,"Sand",11,11,0.0156988780945539,0.0236605145037174,0.0202750116586685,0.0126520842313766,0.0163906160742044
57698145,608288.248345,6547515.293655,3,"Sand",11,11,0.0159561634063721,0.0231155902147293,0.0199100859463215,0.0128258550539613,0.0156472399830818
57698145,608288.248345,6547515.293655,3,"Sand",11,11,0.0159652251750231,0.0212939642369747,0.0205614771693945,0.0132178775966167,0.0143941445276141
57698145,608288.248345,6547515.293655,3,"Sand",11,11,0.0156426858156919,0.0197709295898676,0.0191060863435268,0.0126609047874808,0.0135780880227685
57698145,608288.248345,6547515.293655,3,"Sand",11,11,0.0156575422734022,0.0258571021258831,0.020515363663435,0.0131303435191512,0.0173888318240643
57698145,608288.248345,6547515.293655,3,"Sand",11,11,0.0157894901931286,0.0243419166654348,0.0202492661774158,0.0132985152304173,0.016300804913044
57698145,608288.248345,6547515.293655,3,"Sand",11,11,0.0160158611834049,0.0223195739090443,0.0199151355773211,0.0139765134081244,0.0156091907992959
57698145,608288.248345,6547515.293655,3,"Sand",11,11,0.0156272724270821,0.0200306456536055,0.019779846072197,0.0128079568967223,0.0141209298744798
39805924,608159.470095,6547651.438655,3,"Sand",12,12,0.0127328857779503,0.0151079036295414,0.00505527341738343,0.00660261511802673,0.00865582562983036
39805924,608159.470095,6547651.438655,3,"Sand",12,12,0.012563263066113,0.0164097175002098,0.00495640700682998,0.00659959577023983,0.00873306300491095
39805924,608159.470095,6547651.438655,3,"Sand",12,12,0.0130380904302001,0.0152925746515393,0.00474141677841544,0.00601524533703923,0.00868703704327345
39805924,608159.470095,6547651.438655,3,"Sand",12,12,0.0133317932486534,0.0153323523700237,0.00513245165348053,0.00669457390904427,0.00906437821686268
39805924,608159.470095,6547651.438655,3,"Sand",12,12,0.0132050598040223,0.0160065796226263,0.00546847749501467,0.00655860546976328,0.00935615785419941
39805924,608159.470095,6547651.438655,3,"Sand",12,12,0.0130666131153703,0.015810577198863,0.00540639646351337,0.00619347859174013,0.00872866064310074
39805924,608159.470095,6547651.438655,3,"Sand",12,12,0.0129461493343115,0.0154584646224976,0.00521312886849046,0.00663595506921411,0.0086362212896347
39805924,608159.470095,6547651.438655,3,"Sand",12,12,0.0130673795938492,0.0169468093663454,0.00555757945403457,0.00681185163557529,0.00856663752347231
39805924,608159.470095,6547651.438655,3,"Sand",12,12,0.0130671337246895,0.0152479726821184,0.00556041579693556,0.00685284659266472,0.0090711573138833
39805924,608159.470095,6547651.438655,3,"Sand",12,12,0.0130661055445671,0.0160113386809826,0.00553547637537122,0.00706013664603233,0.00962796527892351
39805924,608159.470095,6547651.438655,3,"Sand",12,12,0.0129442568868399,0.0160913038998842,0.00543422298505902,0.00640592025592923,0.00940594542771578
39805924,608159.470095,6547651.438655,3,"Sand",12,12,0.0127717899158597,0.0169561076909304,0.00545396050438285,0.00720563717186451,0.00881337095052004
39805924,608159.470095,6547651.438655,3,"Sand",12,12,0.0138382939621806,0.0161630269140005,0.0055379094555974,0.00625192979350686,0.00921428948640823
39805924,608159.470095,6547651.438655,3,"Sand",12,12,0.0136534236371517,0.0157955288887024,0.00533426692709327,0.00622173398733139,0.00961093232035637
39805924,608159.470095,6547651.438655,3,"Sand",12,12,0.0131750497967005,0.0159206595271826,0.00537891406565905,0.00654856488108635,0.00943126156926155
39805924,608159.470095,6547651.438655,3,"Sand",12,12,0.0137470504269004,0.0148500446230173,0.00561129488050938,0.00627348711714149,0.00950970966368914
39805924,608159.470095,6547651.438655,3,"Sand",12,12,0.012911026366055,0.0146996909752488,0.00539003172889352,0.00637956894934177,0.00998601689934731
34754994,607946.673595,6547689.857655,4,"Shrubs",13,13,0.0271766670048237,0.0702115818858147,0.382620453834534,0.187762320041656,0.0389182679355145
34754994,607946.673595,6547689.857655,4,"Shrubs",13,13,0.0264036320149899,0.0686717182397842,0.381035327911377,0.187315717339516,0.0373956225812435
34754994,607946.673595,6547689.857655,4,"Shrubs",13,13,0.0253259669989347,0.0652056932449341,0.358405351638794,0.174714297056198,0.037508487701416
34754994,607946.673595,6547689.857655,4,"Shrubs",13,13,0.0275098811835051,0.0697610676288605,0.367907583713531,0.185700550675392,0.0429509468376637
34754994,607946.673595,6547689.857655,4,"Shrubs",13,13,0.0258805584162474,0.0701834112405777,0.389345556497574,0.194388806819916,0.0395308248698711
