"X","ID","type","WP..RTK.GPS.","latitude","longitude","Atltitude..m.","date..GPS.","time..GPS.","Environ","Sp01","Sp02","Sp03","Sp04","Sp04_la","akeroy.blue","akeroy.green","akeroy.nir.","akeroy.red.","akeroy.red.edge","IDpoint",".id","blue","green","nir","rededge","red","V1"
1,1,"RTK",20,59.05292888,10.88738281,-0.236,"27/08/2019","13:51:57","below water","no veg","sand","sand","sand","sand",0.0507574379444122,0.0669926777482033,0.0923967733979225,0.0613644495606422,0.0835977122187614,1,1,0.0368676297366619,0.047362182289362,0.105556629598141,0.0858498811721802,0.040971290320158,NA
1,1,"RTK",20,59.05292888,10.88738281,-0.236,"27/08/2019","13:51:57","below water","no veg","sand","sand","sand","sand",0.0507574379444122,0.0669926777482033,0.0923967733979225,0.0613644495606422,0.0835977122187614,1,1,0.0337116979062557,0.0444163158535957,0.124009035527706,0.0890801623463631,0.0372863039374352,NA
1,1,"RTK",20,59.05292888,10.88738281,-0.236,"27/08/2019","13:51:57","below water","no veg","sand","sand","sand","sand",0.0507574379444122,0.0669926777482033,0.0923967733979225,0.0613644495606422,0.0835977122187614,1,1,0.0332537107169628,0.0446985475718975,0.148615166544914,0.0945584028959274,0.0381405875086784,NA
1,1,"RTK",20,59.05292888,10.88738281,-0.236,"27/08/2019","13:51:57","below water","no veg","sand","sand","sand","sand",0.0507574379444122,0.0669926777482033,0.0923967733979225,0.0613644495606422,0.0835977122187614,1,1,0.038355391472578,0.0528718866407871,0.177439644932747,0.107734590768814,0.0445109270513058,NA
1,1,"RTK",20,59.05292888,10.88738281,-0.236,"27/08/2019","13:51:57","below water","no veg","sand","sand","sand","sand",0.0507574379444122,0.0669926777482033,0.0923967733979225,0.0613644495606422,0.0835977122187614,1,1,0.0463234372437,0.0661051273345947,0.192051917314529,0.125077277421951,0.0583901144564152,NA
1,1,"RTK",20,59.05292888,10.88738281,-0.236,"27/08/2019","13:51:57","below water","no veg","sand","sand","sand","sand",0.0507574379444122,0.0669926777482033,0.0923967733979225,0.0613644495606422,0.0835977122187614,1,1,0.0478454604744911,0.0587877742946148,0.0888432264328003,0.0816167443990707,0.0532489605247974,NA
1,1,"RTK",20,59.05292888,10.88738281,-0.236,"27/08/2019","13:51:57","below water","no veg","sand","sand","sand","sand",0.0507574379444122,0.0669926777482033,0.0923967733979225,0.0613644495606422,0.0835977122187614,1,1,0.0437868423759937,0.0565319955348969,0.097626119852066,0.0832342058420181,0.0512372925877571,NA
1,1,"RTK",20,59.05292888,10.88738281,-0.236,"27/08/2019","13:51:57","below water","no veg","sand","sand","sand","sand",0.0507574379444122,0.0669926777482033,0.0923967733979225,0.0613644495606422,0.0835977122187614,1,1,0.0417957715690136,0.0562534853816032,0.114275760948658,0.0883592367172241,0.0501621961593628,NA
1,1,"RTK",20,59.05292888,10.88738281,-0.236,"27/08/2019","13:51:57","below water","no veg","sand","sand","sand","sand",0.0507574379444122,0.0669926777482033,0.0923967733979225,0.0613644495606422,0.0835977122187614,1,1,0.0466980673372746,0.0645345523953438,0.133195400238037,0.100294917821884,0.0547371506690979,NA
1,1,"RTK",20,59.05292888,10.88738281,-0.236,"27/08/2019","13:51:57","below water","no veg","sand","sand","sand","sand",0.0507574379444122,0.0669926777482033,0.0923967733979225,0.0613644495606422,0.0835977122187614,1,1,0.0564873293042183,0.0793101564049721,0.155539765954018,0.118335507810116,0.0685350149869919,NA
1,1,"RTK",20,59.05292888,10.88738281,-0.236,"27/08/2019","13:51:57","below water","no veg","sand","sand","sand","sand",0.0507574379444122,0.0669926777482033,0.0923967733979225,0.0613644495606422,0.0835977122187614,1,1,0.0768111944198608,0.105426348745823,0.172524690628052,0.141091123223305,0.0959663987159729,NA
