"X","ID","type","WP..RTK.GPS.","latitude","longitude","Atltitude..m.","date..GPS.","time..GPS.","Environ","Sp01","Sp02","Sp03","Sp04","Sp04_la","bolaerne.blue","bolaerne.green.","bolaerne.nir","bolaerne.red.","bolaerne.red.edge","IDpoint",".id","blue","green","nir","red","rededge","V1"
89,264,"drop cam",334,59.19468898,10.57688297,NA,"28/08/2019","14:37:47","below water","","","","","",0.045065850019455,0.0448082089424133,0.0294787064194679,0.0430869720876217,0.0368943847715855,89,89,0.0443134494125843,0.0456546284258366,0.0324312262237072,0.0444465056061745,0.0362082906067371,NA
89,264,"drop cam",334,59.19468898,10.57688297,NA,"28/08/2019","14:37:47","below water","","","","","",0.045065850019455,0.0448082089424133,0.0294787064194679,0.0430869720876217,0.0368943847715855,89,89,0.0440023951232433,0.0484601147472858,0.0339219495654106,0.0412222295999527,0.0398503914475441,NA
89,264,"drop cam",334,59.19468898,10.57688297,NA,"28/08/2019","14:37:47","below water","","","","","",0.045065850019455,0.0448082089424133,0.0294787064194679,0.0430869720876217,0.0368943847715855,89,89,0.0440698936581612,0.0475079119205475,0.0335920862853527,0.0415453016757965,0.0381400734186172,NA
90,265,"drop cam",335,59.19406503,10.57712403,NA,"28/08/2019","14:39:52","below water","","","","","",NA,NA,NA,NA,NA,90,90,NA,NA,NA,NA,NA,NA
90,265,"drop cam",335,59.19406503,10.57712403,NA,"28/08/2019","14:39:52","below water","","","","","",NA,NA,NA,NA,NA,90,90,NA,NA,NA,NA,NA,NA
90,265,"drop cam",335,59.19406503,10.57712403,NA,"28/08/2019","14:39:52","below water","","","","","",NA,NA,NA,NA,NA,90,90,NA,NA,NA,NA,NA,NA
90,265,"drop cam",335,59.19406503,10.57712403,NA,"28/08/2019","14:39:52","below water","","","","","",NA,NA,NA,NA,NA,90,90,NA,NA,NA,NA,NA,NA
90,265,"drop cam",335,59.19406503,10.57712403,NA,"28/08/2019","14:39:52","below water","","","","","",NA,NA,NA,NA,NA,90,90,NA,NA,NA,NA,NA,NA
90,265,"drop cam",335,59.19406503,10.57712403,NA,"28/08/2019","14:39:52","below water","","","","","",NA,NA,NA,NA,NA,90,90,NA,NA,NA,NA,NA,NA
91,266,"drop cam",336,59.19375398,10.57743399,NA,"28/08/2019","14:42:19","below water","","","","","",NA,NA,NA,NA,NA,91,91,NA,NA,NA,NA,NA,NA
91,266,"drop cam",336,59.19375398,10.57743399,NA,"28/08/2019","14:42:19","below water","","","","","",NA,NA,NA,NA,NA,91,91,NA,NA,NA,NA,NA,NA
91,266,"drop cam",336,59.19375398,10.57743399,NA,"28/08/2019","14:42:19","below water","","","","","",NA,NA,NA,NA,NA,91,91,NA,NA,NA,NA,NA,NA
91,266,"drop cam",336,59.19375398,10.57743399,NA,"28/08/2019","14:42:19","below water","","","","","",NA,NA,NA,NA,NA,91,91,NA,NA,NA,NA,NA,NA
91,266,"drop cam",336,59.19375398,10.57743399,NA,"28/08/2019","14:42:19","below water","","","","","",NA,NA,NA,NA,NA,91,91,NA,NA,NA,NA,NA,NA
92,267,"drop cam",337,59.193283,10.57784798,NA,"28/08/2019","14:44:24","below water","","","","","",NA,NA,NA,NA,NA,92,92,NA,NA,NA,NA,NA,NA
92,267,"drop cam",337,59.193283,10.57784798,NA,"28/08/2019","14:44:24","below water","","","","","",NA,NA,NA,NA,NA,92,92,NA,NA,NA,NA,NA,NA
92,267,"drop cam",337,59.193283,10.57784798,NA,"28/08/2019","14:44:24","below water","","","","","",NA,NA,NA,NA,NA,92,92,NA,NA,NA,NA,NA,NA
92,267,"drop cam",337,59.193283,10.57784798,NA,"28/08/2019","14:44:24","below water","","","","","",NA,NA,NA,NA,NA,92,92,NA,NA,NA,NA,NA,NA
93,268,"drop cam",338,59.192607,10.57841602,NA,"28/08/2019","14:47:03","below water","","","","","",NA,NA,NA,NA,NA,93,93,NA,NA,NA,NA,NA,NA
93,268,"drop cam",338,59.192607,10.57841602,NA,"28/08/2019","14:47:03","below water","","","","","",NA,NA,NA,NA,NA,93,93,NA,NA,NA,NA,NA,NA
93,268,"drop cam",338,59.192607,10.57841602,NA,"28/08/2019","14:47:03","below water","","","","","",NA,NA,NA,NA,NA,93,93,NA,NA,NA,NA,NA,NA
93,268,"drop cam",338,59.192607,10.57841602,NA,"28/08/2019","14:47:03","below water","","","","","",NA,NA,NA,NA,NA,93,93,NA,NA,NA,NA,NA,NA
93,268,"drop cam",338,59.192607,10.57841602,NA,"28/08/2019","14:47:03","below water","","","","","",NA,NA,NA,NA,NA,93,93,NA,NA,NA,NA,NA,NA
93,268,"drop cam",338,59.192607,10.57841602,NA,"28/08/2019","14:47:03","below water","","","","","",NA,NA,NA,NA,NA,93,93,NA,NA,NA,NA,NA,NA
94,269,"drop cam",339,59.19177703,10.57875498,NA,"28/08/2019","14:48:38","below water","","","","","",NA,NA,NA,NA,NA,94,94,NA,NA,NA,NA,NA,NA
94,269,"drop cam",339,59.19177703,10.57875498,NA,"28/08/2019","14:48:38","below water","","","","","",NA,NA,NA,NA,NA,94,94,NA,NA,NA,NA,NA,NA
94,269,"drop cam",339,59.19177703,10.57875498,NA,"28/08/2019","14:48:38","below water","","","","","",NA,NA,NA,NA,NA,94,94,NA,NA,NA,NA,NA,NA
94,269,"drop cam",339,59.19177703,10.57875498,NA,"28/08/2019","14:48:38","below water","","","","","",NA,NA,NA,NA,NA,94,94,NA,NA,NA,NA,NA,NA
94,269,"drop cam",339,59.19177703,10.57875498,NA,"28/08/2019","14:48:38","below water","","","","","",NA,NA,NA,NA,NA,94,94,NA,NA,NA,NA,NA,NA
94,269,"drop cam",339,59.19177703,10.57875498,NA,"28/08/2019","14:48:38","below water","","","","","",NA,NA,NA,NA,NA,94,94,NA,NA,NA,NA,NA,NA
95,270,"drop cam",340,59.19207199,10.57660603,NA,"28/08/2019","14:50:50","below water","","","","","",NA,NA,NA,NA,NA,95,95,NA,NA,NA,NA,NA,NA
95,270,"drop cam",340,59.19207199,10.57660603,NA,"28/08/2019","14:50:50","below water","","","","","",NA,NA,NA,NA,NA,95,95,NA,NA,NA,NA,NA,NA
95,270,"drop cam",340,59.19207199,10.57660603,NA,"28/08/2019","14:50:50","below water","","","","","",NA,NA,NA,NA,NA,95,95,NA,NA,NA,NA,NA,NA
95,270,"drop cam",340,59.19207199,10.57660603,NA,"28/08/2019","14:50:50","below water","","","","","",NA,NA,NA,NA,NA,95,95,NA,NA,NA,NA,NA,NA
95,270,"drop cam",340,59.19207199,10.57660603,NA,"28/08/2019","14:50:50","below water","","","","","",NA,NA,NA,NA,NA,95,95,NA,NA,NA,NA,NA,NA
96,271,"drop cam",341,59.19290196,10.57595501,NA,"28/08/2019","14:54:15","below water","","","","","",NA,NA,NA,NA,NA,96,96,NA,NA,NA,NA,NA,NA
96,271,"drop cam",341,59.19290196,10.57595501,NA,"28/08/2019","14:54:15","below water","","","","","",NA,NA,NA,NA,NA,96,96,NA,NA,NA,NA,NA,NA
96,271,"drop cam",341,59.19290196,10.57595501,NA,"28/08/2019","14:54:15","below water","","","","","",NA,NA,NA,NA,NA,96,96,NA,NA,NA,NA,NA,NA
96,271,"drop cam",341,59.19290196,10.57595501,NA,"28/08/2019","14:54:15","below water","","","","","",NA,NA,NA,NA,NA,96,96,NA,NA,NA,NA,NA,NA
97,272,"drop cam",342,59.194016,10.57544799,NA,"28/08/2019","14:56:29","below water","","","","","",0.0439754351973534,0.0508483462035656,0.0385708399116993,0.0384766831994057,0.0473754443228245,97,97,0.0447143502533436,0.0525087714195251,0.0291281901299953,0.0418109223246574,0.0414067320525646,NA
97,272,"drop cam",342,59.194016,10.57544799,NA,"28/08/2019","14:56:29","below water","","","","","",0.0439754351973534,0.0508483462035656,0.0385708399116993,0.0384766831994057,0.0473754443228245,97,97,0.046346589922905,0.0521987043321133,0.0340673811733723,0.0395596548914909,0.037933237850666,NA
97,272,"drop cam",342,59.194016,10.57544799,NA,"28/08/2019","14:56:29","below water","","","","","",0.0439754351973534,0.0508483462035656,0.0385708399116993,0.0384766831994057,0.0473754443228245,97,97,0.0447060838341713,0.0480961129069328,0.0317090228199959,0.0389883816242218,0.0513120330870152,NA
97,272,"drop cam",342,59.194016,10.57544799,NA,"28/08/2019","14:56:29","below water","","","","","",0.0439754351973534,0.0508483462035656,0.0385708399116993,0.0384766831994057,0.0473754443228245,97,97,0.0439754351973534,0.0508483462035656,0.0385708399116993,0.0384766831994057,0.0473754443228245,NA
97,272,"drop cam",342,59.194016,10.57544799,NA,"28/08/2019","14:56:29","below water","","","","","",0.0439754351973534,0.0508483462035656,0.0385708399116993,0.0384766831994057,0.0473754443228245,97,97,0.046274721622467,0.0577568560838699,0.0381886027753353,0.0411740317940712,0.040430448949337,NA
98,273,"drop cam",343,59.19504697,10.574702,NA,"28/08/2019","14:58:25","below water","","","","","",0.0446420684456825,0.0451876223087311,0.0332670025527477,0.0361556112766266,0.0401913784444332,98,98,0.0455816388130188,0.0466187708079815,0.0330101996660233,0.0378678441047668,0.0349816307425499,NA
98,273,"drop cam",343,59.19504697,10.574702,NA,"28/08/2019","14:58:25","below water","","","","","",0.0446420684456825,0.0451876223087311,0.0332670025527477,0.0361556112766266,0.0401913784444332,98,98,0.0454466827213764,0.047106608748436,0.0333503559231758,0.0377398617565632,0.0359937623143196,NA
98,273,"drop cam",343,59.19504697,10.574702,NA,"28/08/2019","14:58:25","below water","","","","","",0.0446420684456825,0.0451876223087311,0.0332670025527477,0.0361556112766266,0.0401913784444332,98,98,0.044056486338377,0.0440763048827648,0.0333141684532166,0.0362650267779827,0.0371738970279694,NA
98,273,"drop cam",343,59.19504697,10.574702,NA,"28/08/2019","14:58:25","below water","","","","","",0.0446420684456825,0.0451876223087311,0.0332670025527477,0.0361556112766266,0.0401913784444332,98,98,0.0446420684456825,0.0451876223087311,0.0332670025527477,0.0361556112766266,0.0401913784444332,NA
99,274,"drop cam",344,59.19594501,10.57403496,NA,"28/08/2019","14:59:49","below water","","","","","",0.0450277589261532,0.0496154464781284,0.0336824432015419,0.0387533642351627,0.0382340550422668,99,99,0.0451359450817108,0.0513606108725071,0.0374835096299648,0.0378503203392029,0.0401885099709034,NA
99,274,"drop cam",344,59.19594501,10.57403496,NA,"28/08/2019","14:59:49","below water","","","","","",0.0450277589261532,0.0496154464781284,0.0336824432015419,0.0387533642351627,0.0382340550422668,99,99,0.0450371094048023,0.0489675886929035,0.0354508198797703,0.0380672551691532,0.0391037538647652,NA
99,274,"drop cam",344,59.19594501,10.57403496,NA,"28/08/2019","14:59:49","below water","","","","","",0.0450277589261532,0.0496154464781284,0.0336824432015419,0.0387533642351627,0.0382340550422668,99,99,0.0459571033716202,0.0501165837049484,0.0350029431283474,0.0402383655309677,0.0382154881954193,NA
99,274,"drop cam",344,59.19594501,10.57403496,NA,"28/08/2019","14:59:49","below water","","","","","",0.0450277589261532,0.0496154464781284,0.0336824432015419,0.0387533642351627,0.0382340550422668,99,99,0.0450277589261532,0.0496154464781284,0.0336824432015419,0.0387533642351627,0.0382340550422668,NA
99,274,"drop cam",344,59.19594501,10.57403496,NA,"28/08/2019","14:59:49","below water","","","","","",0.0450277589261532,0.0496154464781284,0.0336824432015419,0.0387533642351627,0.0382340550422668,99,99,0.0470281168818474,0.0499482341110706,0.0348165966570377,0.0385277718305588,0.0370269678533077,NA
100,275,"drop cam",345,59.19672,10.57367002,NA,"28/08/2019","15:01:26","below water","","","","","",0.054275069385767,0.0597206801176071,0.0411627888679504,0.0458674989640713,0.0409223400056362,100,100,0.0538377724587917,0.0591074675321579,0.0410991199314594,0.0454986989498138,0.0406718254089355,NA
100,275,"drop cam",345,59.19672,10.57367002,NA,"28/08/2019","15:01:26","below water","","","","","",0.054275069385767,0.0597206801176071,0.0411627888679504,0.0458674989640713,0.0409223400056362,100,100,0.054275069385767,0.0597206801176071,0.0411627888679504,0.0458674989640713,0.0409223400056362,NA
100,275,"drop cam",345,59.19672,10.57367002,NA,"28/08/2019","15:01:26","below water","","","","","",0.054275069385767,0.0597206801176071,0.0411627888679504,0.0458674989640713,0.0409223400056362,100,100,0.0529679544270039,0.0595719702541828,0.0417248085141182,0.0457026436924934,0.0399800091981888,NA
100,275,"drop cam",345,59.19672,10.57367002,NA,"28/08/2019","15:01:26","below water","","","","","",0.054275069385767,0.0597206801176071,0.0411627888679504,0.0458674989640713,0.0409223400056362,100,100,0.0529051050543785,0.0581082254648209,0.0413712076842785,0.0454954393208027,0.043737918138504,NA
100,275,"drop cam",345,59.19672,10.57367002,NA,"28/08/2019","15:01:26","below water","","","","","",0.054275069385767,0.0597206801176071,0.0411627888679504,0.0458674989640713,0.0409223400056362,100,100,0.0533247739076614,0.058689821511507,0.0431836470961571,0.0459654070436954,0.0413774810731411,NA
101,276,"drop cam",346,59.19678798,10.573638,NA,"28/08/2019","15:02:05","below water","","","","","",0.0552917942404747,0.0637660473585129,0.0433358885347843,0.0468071699142456,0.0460840351879597,101,101,0.0559351667761803,0.0621826462447643,0.047515906393528,0.0475339852273464,0.046063493937254,NA
101,276,"drop cam",346,59.19678798,10.573638,NA,"28/08/2019","15:02:05","below water","","","","","",0.0552917942404747,0.0637660473585129,0.0433358885347843,0.0468071699142456,0.0460840351879597,101,101,0.0561361908912659,0.0656143948435783,0.044068731367588,0.0470843240618706,0.0475650541484356,NA
101,276,"drop cam",346,59.19678798,10.573638,NA,"28/08/2019","15:02:05","below water","","","","","",0.0552917942404747,0.0637660473585129,0.0433358885347843,0.0468071699142456,0.0460840351879597,101,101,0.0552917942404747,0.0637660473585129,0.0433358885347843,0.0468071699142456,0.0460840351879597,NA
101,276,"drop cam",346,59.19678798,10.573638,NA,"28/08/2019","15:02:05","below water","","","","","",0.0552917942404747,0.0637660473585129,0.0433358885347843,0.0468071699142456,0.0460840351879597,101,101,0.0566028691828251,0.0634944960474968,0.0430048890411854,0.0477867089211941,0.0452647730708122,NA
101,276,"drop cam",346,59.19678798,10.573638,NA,"28/08/2019","15:02:05","below water","","","","","",0.0552917942404747,0.0637660473585129,0.0433358885347843,0.0468071699142456,0.0460840351879597,101,101,0.0566114038228989,0.0613885149359703,0.044355247169733,0.0459942705929279,0.0463803447782993,NA
102,277,"drop cam",347,59.19678999,10.57363699,NA,"28/08/2019","15:02:06","below water","","","","","",0.0574422851204872,0.0652061253786087,0.0468705780804157,0.0471889413893223,0.045174952596426,102,102,0.0558560714125633,0.0656103119254112,0.0420798249542713,0.0459349006414413,0.0451658070087433,NA
102,277,"drop cam",347,59.19678999,10.57363699,NA,"28/08/2019","15:02:06","below water","","","","","",0.0574422851204872,0.0652061253786087,0.0468705780804157,0.0471889413893223,0.045174952596426,102,102,0.0555634237825871,0.0623937360942364,0.0457052551209927,0.049285888671875,0.0445091985166073,NA
102,277,"drop cam",347,59.19678999,10.57363699,NA,"28/08/2019","15:02:06","below water","","","","","",0.0574422851204872,0.0652061253786087,0.0468705780804157,0.0471889413893223,0.045174952596426,102,102,0.055742759257555,0.0636815056204796,0.0475868172943592,0.0476783849298954,0.0461715050041676,NA
102,277,"drop cam",347,59.19678999,10.57363699,NA,"28/08/2019","15:02:06","below water","","","","","",0.0574422851204872,0.0652061253786087,0.0468705780804157,0.0471889413893223,0.045174952596426,102,102,0.0574422851204872,0.0652061253786087,0.0468705780804157,0.0471889413893223,0.045174952596426,NA
102,277,"drop cam",347,59.19678999,10.57363699,NA,"28/08/2019","15:02:06","below water","","","","","",0.0574422851204872,0.0652061253786087,0.0468705780804157,0.0471889413893223,0.045174952596426,102,102,0.0559351667761803,0.0621826462447643,0.047515906393528,0.0475339852273464,0.046063493937254,NA
103,278,"drop cam",348,59.19682603,10.57361403,NA,"28/08/2019","15:02:27","below water","","","","","",0.0535262040793896,0.0618601180613041,0.0458833836019039,0.0483111552894115,0.0437365137040615,103,103,0.0557593144476414,0.0618585869669914,0.0446016304194927,0.0482368171215057,0.0453537255525589,NA
103,278,"drop cam",348,59.19682603,10.57361403,NA,"28/08/2019","15:02:27","below water","","","","","",0.0535262040793896,0.0618601180613041,0.0458833836019039,0.0483111552894115,0.0437365137040615,103,103,0.0555334761738777,0.0614989772439003,0.0438693948090076,0.0496847070753574,0.0444910787045956,NA
103,278,"drop cam",348,59.19682603,10.57361403,NA,"28/08/2019","15:02:27","below water","","","","","",0.0535262040793896,0.0618601180613041,0.0458833836019039,0.0483111552894115,0.0437365137040615,103,103,0.0535262040793896,0.0618601180613041,0.0458833836019039,0.0483111552894115,0.0437365137040615,NA
103,278,"drop cam",348,59.19682603,10.57361403,NA,"28/08/2019","15:02:27","below water","","","","","",0.0535262040793896,0.0618601180613041,0.0458833836019039,0.0483111552894115,0.0437365137040615,103,103,0.0557904690504074,0.0614736825227737,0.0462024845182896,0.0475659109652042,0.0445105098187923,NA
104,279,"drop cam",349,59.19706098,10.57338998,NA,"28/08/2019","15:03:00","below water","","","","","",0.0572431012988091,0.0606360174715519,0.0457561016082764,0.0484880656003952,0.046502809971571,104,104,0.0572431012988091,0.0606360174715519,0.0457561016082764,0.0484880656003952,0.046502809971571,NA
104,279,"drop cam",349,59.19706098,10.57338998,NA,"28/08/2019","15:03:00","below water","","","","","",0.0572431012988091,0.0606360174715519,0.0457561016082764,0.0484880656003952,0.046502809971571,104,104,0.0568549707531929,0.0615690089762211,0.0469565950334072,0.0501177534461021,0.0458540916442871,NA
104,279,"drop cam",349,59.19706098,10.57338998,NA,"28/08/2019","15:03:00","below water","","","","","",0.0572431012988091,0.0606360174715519,0.0457561016082764,0.0484880656003952,0.046502809971571,104,104,0.0555344596505165,0.0618761330842972,0.0491260588169098,0.048440869897604,0.044555202126503,NA
104,279,"drop cam",349,59.19706098,10.57338998,NA,"28/08/2019","15:03:00","below water","","","","","",0.0572431012988091,0.0606360174715519,0.0457561016082764,0.0484880656003952,0.046502809971571,104,104,0.0551900155842304,0.0622964836657047,0.0461771227419376,0.0499989688396454,0.0470222607254982,NA
105,280,"drop cam",350,59.19757697,10.57297801,NA,"28/08/2019","15:04:39","below water","","","","","",0.0628260225057602,0.0793032720685005,0.0587717853486538,0.0639424473047256,0.0570883043110371,105,105,0.0653227493166924,0.0819497928023338,0.0590138733386993,0.0648045986890793,0.0588655695319176,NA
105,280,"drop cam",350,59.19757697,10.57297801,NA,"28/08/2019","15:04:39","below water","","","","","",0.0628260225057602,0.0793032720685005,0.0587717853486538,0.0639424473047256,0.0570883043110371,105,105,0.0628260225057602,0.0793032720685005,0.0587717853486538,0.0639424473047256,0.0570883043110371,NA
105,280,"drop cam",350,59.19757697,10.57297801,NA,"28/08/2019","15:04:39","below water","","","","","",0.0628260225057602,0.0793032720685005,0.0587717853486538,0.0639424473047256,0.0570883043110371,105,105,0.0623669363558292,0.0763484910130501,0.0566102229058743,0.0633023902773857,0.0577751472592354,NA
105,280,"drop cam",350,59.19757697,10.57297801,NA,"28/08/2019","15:04:39","below water","","","","","",0.0628260225057602,0.0793032720685005,0.0587717853486538,0.0639424473047256,0.0570883043110371,105,105,0.0638799518346786,0.0798249170184135,0.0570844672620296,0.0646582990884781,0.0588526017963886,NA
105,280,"drop cam",350,59.19757697,10.57297801,NA,"28/08/2019","15:04:39","below water","","","","","",0.0628260225057602,0.0793032720685005,0.0587717853486538,0.0639424473047256,0.0570883043110371,105,105,0.0623799562454224,0.0751994326710701,0.0565536953508854,0.0612262077629566,0.0616146326065063,NA
105,280,"drop cam",350,59.19757697,10.57297801,NA,"28/08/2019","15:04:39","below water","","","","","",0.0628260225057602,0.0793032720685005,0.0587717853486538,0.0639424473047256,0.0570883043110371,105,105,0.0624096170067787,0.0746428892016411,0.0577131994068623,0.0601506344974041,0.0576482750475407,NA
106,281,"drop cam",351,59.19766297,10.57286301,NA,"28/08/2019","15:05:05","below water","","","","","",0.0561464056372643,0.0683156475424767,0.0600066334009171,0.0588169544935226,0.072652593255043,106,106,0.0561464056372643,0.0683156475424767,0.0600066334009171,0.0588169544935226,0.072652593255043,NA
106,281,"drop cam",351,59.19766297,10.57286301,NA,"28/08/2019","15:05:05","below water","","","","","",0.0561464056372643,0.0683156475424767,0.0600066334009171,0.0588169544935226,0.072652593255043,106,106,0.0565172731876373,0.0673882588744164,0.0620371922850609,0.0562613643705845,0.0744914337992668,NA
106,281,"drop cam",351,59.19766297,10.57286301,NA,"28/08/2019","15:05:05","below water","","","","","",0.0561464056372643,0.0683156475424767,0.0600066334009171,0.0588169544935226,0.072652593255043,106,106,0.0576391331851482,0.0688144862651825,0.0612381845712662,0.0570831708610058,0.069744236767292,NA
106,281,"drop cam",351,59.19766297,10.57286301,NA,"28/08/2019","15:05:05","below water","","","","","",0.0561464056372643,0.0683156475424767,0.0600066334009171,0.0588169544935226,0.072652593255043,106,106,0.0589059554040432,0.0692982748150826,0.0598238483071327,0.0565456375479698,0.0705500915646553,NA
107,282,"drop cam",352,59.19769004,10.57277701,NA,"28/08/2019","15:06:46","below water","","","","","",0.051635567098856,0.0714479312300682,0.17873278260231,0.0523467771708965,0.186498239636421,107,107,0.0511518605053425,0.0694744884967804,0.170221671462059,0.0524772293865681,0.179021060466766,NA
107,282,"drop cam",352,59.19769004,10.57277701,NA,"28/08/2019","15:06:46","below water","","","","","",0.051635567098856,0.0714479312300682,0.17873278260231,0.0523467771708965,0.186498239636421,107,107,0.0507982149720192,0.0723108723759651,0.1747095733881,0.0497479550540447,0.191112577915192,NA
107,282,"drop cam",352,59.19769004,10.57277701,NA,"28/08/2019","15:06:46","below water","","","","","",0.051635567098856,0.0714479312300682,0.17873278260231,0.0523467771708965,0.186498239636421,107,107,0.051635567098856,0.0714479312300682,0.17873278260231,0.0523467771708965,0.186498239636421,NA
107,282,"drop cam",352,59.19769004,10.57277701,NA,"28/08/2019","15:06:46","below water","","","","","",0.051635567098856,0.0714479312300682,0.17873278260231,0.0523467771708965,0.186498239636421,107,107,0.0519950091838837,0.069859154522419,0.180918082594872,0.05308772996068,0.18380980193615,NA
107,282,"drop cam",352,59.19769004,10.57277701,NA,"28/08/2019","15:06:46","below water","","","","","",0.051635567098856,0.0714479312300682,0.17873278260231,0.0523467771708965,0.186498239636421,107,107,0.0511321946978569,0.0708441510796547,0.173320919275284,0.0523593537509441,0.184742599725723,NA
108,283,"drop cam",353,59.19739097,10.57291397,NA,"28/08/2019","15:08:48","below water","","","","","",0.057292141020298,0.0685711279511452,0.0524101220071316,0.0569855682551861,0.0539987944066525,108,108,0.0563502423465252,0.0655871704220772,0.0532925389707088,0.0526298955082893,0.0542564876377583,NA
108,283,"drop cam",353,59.19739097,10.57291397,NA,"28/08/2019","15:08:48","below water","","","","","",0.057292141020298,0.0685711279511452,0.0524101220071316,0.0569855682551861,0.0539987944066525,108,108,0.0574289597570896,0.0672906190156937,0.0551852248609066,0.0553039908409119,0.0513469763100147,NA
108,283,"drop cam",353,59.19739097,10.57291397,NA,"28/08/2019","15:08:48","below water","","","","","",0.057292141020298,0.0685711279511452,0.0524101220071316,0.0569855682551861,0.0539987944066525,108,108,0.057292141020298,0.0685711279511452,0.0524101220071316,0.0569855682551861,0.0539987944066525,NA
108,283,"drop cam",353,59.19739097,10.57291397,NA,"28/08/2019","15:08:48","below water","","","","","",0.057292141020298,0.0685711279511452,0.0524101220071316,0.0569855682551861,0.0539987944066525,108,108,0.0580117702484131,0.0689885541796684,0.0500746481120586,0.0573371723294258,0.0546900555491447,NA
108,283,"drop cam",353,59.19739097,10.57291397,NA,"28/08/2019","15:08:48","below water","","","","","",0.057292141020298,0.0685711279511452,0.0524101220071316,0.0569855682551861,0.0539987944066525,108,108,0.0577432401478291,0.0699375048279762,0.0510341748595238,0.0559547990560532,0.0550524331629276,NA
109,284,"drop cam",354,59.19718503,10.57283199,NA,"28/08/2019","15:09:23","below water","","","","","",0.0529984794557095,0.061710387468338,0.0462593212723732,0.0493548065423965,0.047131534665823,109,109,0.0527354814112186,0.0606376603245735,0.0483700782060623,0.0495037361979485,0.0477708242833614,NA
109,284,"drop cam",354,59.19718503,10.57283199,NA,"28/08/2019","15:09:23","below water","","","","","",0.0529984794557095,0.061710387468338,0.0462593212723732,0.0493548065423965,0.047131534665823,109,109,0.0530838221311569,0.0624973103404045,0.0494106933474541,0.0489107705652714,0.047699112445116,NA
109,284,"drop cam",354,59.19718503,10.57283199,NA,"28/08/2019","15:09:23","below water","","","","","",0.0529984794557095,0.061710387468338,0.0462593212723732,0.0493548065423965,0.047131534665823,109,109,0.0538364127278328,0.064301609992981,0.0489279851317406,0.0500141195952892,0.049515888094902,NA
109,284,"drop cam",354,59.19718503,10.57283199,NA,"28/08/2019","15:09:23","below water","","","","","",0.0529984794557095,0.061710387468338,0.0462593212723732,0.0493548065423965,0.047131534665823,109,109,0.0516586601734161,0.06008430570364,0.048060055822134,0.0497567765414715,0.0479791685938835,NA
109,284,"drop cam",354,59.19718503,10.57283199,NA,"28/08/2019","15:09:23","below water","","","","","",0.0529984794557095,0.061710387468338,0.0462593212723732,0.0493548065423965,0.047131534665823,109,109,0.0529984794557095,0.061710387468338,0.0462593212723732,0.0493548065423965,0.047131534665823,NA
109,284,"drop cam",354,59.19718503,10.57283199,NA,"28/08/2019","15:09:23","below water","","","","","",0.0529984794557095,0.061710387468338,0.0462593212723732,0.0493548065423965,0.047131534665823,109,109,0.0541091933846474,0.0639983415603638,0.0475018285214901,0.0507589690387249,0.0471595264971256,NA
110,285,"drop cam",355,59.19939601,10.56895603,NA,"28/08/2019","15:12:54","below water","","","","","",0.0402999967336655,0.0440162569284439,0.0370067320764065,0.0314668081700802,0.0288355406373739,110,110,0.0399019755423069,0.0431038103997707,0.0387074872851372,0.0333121754229069,0.0313594006001949,NA
110,285,"drop cam",355,59.19939601,10.56895603,NA,"28/08/2019","15:12:54","below water","","","","","",0.0402999967336655,0.0440162569284439,0.0370067320764065,0.0314668081700802,0.0288355406373739,110,110,0.0402999967336655,0.0440162569284439,0.0370067320764065,0.0314668081700802,0.0288355406373739,NA
110,285,"drop cam",355,59.19939601,10.56895603,NA,"28/08/2019","15:12:54","below water","","","","","",0.0402999967336655,0.0440162569284439,0.0370067320764065,0.0314668081700802,0.0288355406373739,110,110,0.0410499833524227,0.0437868908047676,0.0394133143126965,0.033482987433672,0.0323868654668331,NA
110,285,"drop cam",355,59.19939601,10.56895603,NA,"28/08/2019","15:12:54","below water","","","","","",0.0402999967336655,0.0440162569284439,0.0370067320764065,0.0314668081700802,0.0288355406373739,110,110,0.0411245822906494,0.0447832643985748,0.039383877068758,0.0335874259471893,0.0315765179693699,NA
111,286,"drop cam",356,59.19893199,10.569353,NA,"28/08/2019","15:14:07","below water","","","","","",0.0425498373806477,0.0447380244731903,0.0385246984660625,0.0362547747790813,0.0338219925761223,111,111,0.0425498373806477,0.0447380244731903,0.0385246984660625,0.0362547747790813,0.0338219925761223,NA
111,286,"drop cam",356,59.19893199,10.569353,NA,"28/08/2019","15:14:07","below water","","","","","",0.0425498373806477,0.0447380244731903,0.0385246984660625,0.0362547747790813,0.0338219925761223,111,111,0.04230697453022,0.0427931360900402,0.0389715507626534,0.0369702391326427,0.033155333250761,NA
111,286,"drop cam",356,59.19893199,10.569353,NA,"28/08/2019","15:14:07","below water","","","","","",0.0425498373806477,0.0447380244731903,0.0385246984660625,0.0362547747790813,0.0338219925761223,111,111,0.0439973995089531,0.0457125902175903,0.0413513258099556,0.0357777588069439,0.0379852391779423,NA
111,286,"drop cam",356,59.19893199,10.569353,NA,"28/08/2019","15:14:07","below water","","","","","",0.0425498373806477,0.0447380244731903,0.0385246984660625,0.0362547747790813,0.0338219925761223,111,111,0.0431898534297943,0.044057410210371,0.0400307402014732,0.0370078682899475,0.0364706255495548,NA
